source,target
628467,2784799
798658,2784799
803009,2784799
520583,2802154
921710,2802154
221059,2811293
780258,2811293
861687,2811293
1878899,2811293
46527,2831504
8828,2841398
611104,2841398
749743,2841398
780258,2841398
922398,2841398
393345,2854537
568137,2855520
812711,2855520
326249,2867436
94861,2873356
921710,2873356
277572,2939023
495338,2960510
753868,2986022
772745,2991317
792733,2996996
317865,2999777
289599,3007613
289685,3044549
919603,3061665
775877,3064351
219428,3067310
393345,3088724
162197,3101434
158656,3102954
664346,3102954
779670,3102954
852688,3102954
861687,3103730
485525,3117973
26164,3139368
8828,3145706
780258,3145706
335747,3153419
670734,3153419
953552,3153419
775877,3158075
312890,3178979
665908,3185359
757342,3185359
585574,3188027
757342,3188027
757342,3190264
628467,3200278
169795,3206669
524522,3206669
803009,3206669
932665,3206669
485365,3210853
326249,3211361
574119,3211361
277572,3216219
780258,3256615
312890,3268224
239827,3276902
312890,3276902
184043,3314964
312890,3315236
180516,3329291
312890,3329291
161351,3337670
120010,3345212
221059,3345212
239827,3345212
580300,3366296
94792,3370668
574102,3370668
775877,3370668
312890,3376900
1878899,3381566
480086,3391937
128873,3393991
178799,3397785
239827,3407597
857621,3407597
37730,3408531
289599,3408531
479149,3408531
861687,3426731
1878899,3426731
326249,3427505
480086,3427505
919603,3427505
568137,3445208
757342,3445208
239827,3451786
765595,3455720
169795,3460695
765595,3460695
580300,3462822
620056,3462822
812711,3462822
5501,3474187
921710,3474187
8828,3474579
516929,3474579
782768,3474579
589630,3495279
691371,3495279
804431,3495279
326249,3659356
753868,3659356
919603,3659356
580300,3661738
