,1:distance importance,field num,in age field num,in age avg rank,in age follower num,out age follower num,trans field follower num,in age compete
529050,1.6645389420358938,2808,227,24.333333333333332,0,0,0,1527
531653,1.4988524763547988,2808,227,656.3333333333334,0,0,0,1527
532610,1.5130297115115017,677,145,36.333333333333336,0,0,0,1527
533042,1.5043185776927812,229,98,12.0,0,0,0,1527
533503,1.6106832335869663,2808,227,78.66666666666667,0,0,0,1527
533551,1.5887975775887213,2808,163,127.0,0,0,0,1413
535892,1.4625255398425967,2808,163,945.6666666666666,0,0,0,1413
536035,1.4142445930325624,403,60,27.333333333333332,0,0,0,854
536321,1.5713266815467157,2808,227,246.66666666666666,0,0,0,1527
537414,1.5469602967763914,2808,227,392.0,0,0,0,1527
538840,1.4142481035230443,229,82,43.0,0,0,0,1104
540742,1.4883262888973359,2808,227,708.6666666666666,0,0,0,1527
540867,1.4890460606906721,2808,227,702.6666666666666,0,0,0,1527
541760,1.4142261670414227,403,118,117.66666666666667,0,0,0,1527
543169,1.4561012886477704,229,88,25.0,0,0,0,1241
544965,1.6163699299221974,2808,227,67.0,0,0,0,1527
546205,1.450172290960958,406,200,8.0,0,0,0,1527
546735,1.4239037757592354,2808,53,321.0,0,0,0,991
546926,1.565670780971795,2808,227,278.6666666666667,0,0,0,1527
546976,1.6091361384002665,2808,227,83.66666666666667,0,0,0,1527
548180,1.5073950137094345,2808,227,604.0,0,0,0,1527
550940,1.4638307483569866,2808,227,879.6666666666666,0,0,0,1527
551762,1.7047914932146897,2808,227,5.0,0,0,0,1527
551872,1.5032627861602452,2808,227,627.0,0,0,0,1527
554804,1.582567194125622,403,118,2.3333333333333335,0,0,0,1527
556199,1.4624298628050243,2808,163,946.6666666666666,0,0,0,1413
556292,1.507449879416746,2808,227,603.0,0,0,0,1527
557191,1.5920181606096786,2808,227,137.66666666666666,0,0,0,1527
557905,1.464544589964472,2808,163,914.0,0,0,0,1413
559501,1.4236801738171285,406,185,55.0,0,0,0,1104
559785,1.482712117401615,2808,98,461.3333333333333,0,0,0,1241
559927,1.4562786998656239,677,112,105.33333333333333,0,0,0,1413
560554,1.4656646505248456,2808,163,900.6666666666666,0,0,0,1413
561037,1.5539536430286867,2808,227,342.3333333333333,0,0,0,1527
562105,1.4822486489876685,2808,227,741.3333333333334,0,0,0,1527
562144,1.5719369428330656,2808,227,243.33333333333334,0,0,0,1527
562615,1.4731433822551112,2808,227,812.6666666666666,0,0,0,1527
563390,1.5859574175720494,2808,227,166.0,0,0,0,1527
566138,1.549786714671161,2808,227,368.6666666666667,0,0,0,1527
566448,1.4956947759349037,403,118,48.0,0,0,0,1527
566988,1.4749015672794403,2808,98,518.0,0,0,0,1241
567153,1.606927982930611,2808,227,93.33333333333333,0,0,0,1527
567294,1.4587174128572418,2808,98,698.6666666666666,0,0,0,1241
567769,1.6092472834831475,2808,227,82.0,0,0,0,1527
567959,1.4357335328743641,677,71,51.333333333333336,0,0,0,1104
569064,1.4345482295308267,677,71,59.333333333333336,0,0,0,1104
570155,1.5503701882424,2808,227,365.6666666666667,0,0,0,1527
571258,1.549594190188356,2808,227,371.0,0,0,0,1527
571472,1.4541547221960165,141,54,4.333333333333333,0,0,0,1413
572105,1.4503907726819953,89,52,18.666666666666668,0,0,0,1413
572327,1.554959834266703,2808,163,301.6666666666667,0,0,0,1413
572578,1.4749341964559408,2808,98,516.6666666666666,0,0,0,1241
574035,1.6008978681705726,2808,227,112.0,0,0,0,1527
576072,1.423846896434213,677,71,105.66666666666667,0,0,0,1104
577701,1.4142216293737664,81,35,17.666666666666668,0,0,0,1241
579037,1.5371679169736907,2808,227,448.6666666666667,0,0,0,1527
579234,1.4213953468750877,403,125,76.33333333333333,0,0,0,1338
581859,1.4330994167180406,2808,45,60.0,0,0,0,854
582419,1.4674798324236067,2808,98,590.0,0,0,0,1241
582463,1.571037593821607,2808,163,221.0,0,0,0,1413
582629,1.5770382285103994,2808,227,214.33333333333334,0,0,0,1527
583843,1.4306031443405636,2808,98,1066.3333333333333,0,0,0,1241
585210,1.445859409551392,2808,98,869.6666666666666,0,0,0,1241
585874,1.4298754245309886,38,45,9.666666666666666,0,0,0,1527
586319,1.5368818273604903,229,93,6.0,0,0,0,1413
588145,1.488146267777242,208,65,52.333333333333336,0,0,0,1527
588918,1.5133309269870128,403,98,25.333333333333332,0,0,0,1413
589209,1.414277561553675,406,195,59.0,0,0,0,1413
589256,1.4249736768655883,406,169,21.666666666666668,0,0,0,854
589767,1.5578798560308285,2808,163,286.0,0,0,0,1413
589802,1.432435100101833,677,71,65.33333333333333,0,0,0,1104
592161,1.6058911784701408,2808,227,97.66666666666667,0,0,0,1527
593772,1.4480177777819718,2808,53,133.66666666666666,0,0,0,991
594113,1.5557318457386555,2808,163,299.0,0,0,0,1413
594309,1.4746021143037438,2808,163,808.3333333333334,0,0,0,1413
594765,1.4580994256304862,11,23,1.0,0,0,0,1413
595969,1.4142484799859163,229,93,65.66666666666667,0,0,0,1413
597269,1.4533763620409754,2808,163,1042.3333333333333,0,0,0,1413
597314,1.4642345258003147,2808,163,916.3333333333334,0,0,0,1413
599777,1.4272041325893199,677,79,143.33333333333334,0,0,0,1241
600264,1.4876976607260517,2808,98,430.3333333333333,0,0,0,1241
600386,1.436730805955855,208,40,74.33333333333333,0,0,0,1241
600435,1.5363841160435083,2808,163,419.3333333333333,0,0,0,1413
600720,1.4252057669803793,141,51,21.333333333333332,0,0,0,1241
601697,1.5841220278595711,2808,227,171.33333333333334,0,0,0,1527
603226,1.5347735172361832,2808,227,464.3333333333333,0,0,0,1527
603980,1.4142365342969216,46,45,4.333333333333333,0,0,0,991
604090,1.4254885124277474,208,53,120.33333333333333,0,0,0,1413
604702,1.4720913577717918,2808,163,835.3333333333334,0,0,0,1413
607105,1.4142220002213481,229,82,44.666666666666664,0,0,0,1104
612095,1.4614267223415018,2808,227,898.6666666666666,0,0,0,1527
614830,1.605444229776006,2808,227,100.0,0,0,0,1527
615247,1.532393412781212,2808,227,481.6666666666667,0,0,0,1527
616664,1.454532282163927,2808,98,759.0,0,0,0,1241
616979,1.4345190119489457,677,71,60.333333333333336,0,0,0,1104
617980,1.4707590003784634,2808,98,558.6666666666666,0,0,0,1241
618589,1.5355674780605992,2808,163,423.3333333333333,0,0,0,1413
618713,1.4522806053689654,2808,98,787.0,0,0,0,1241
618726,1.460833836330146,403,118,78.66666666666667,0,0,0,1527
619460,1.467593117933347,2808,98,589.0,0,0,0,1241
620759,1.4225109941471061,2808,53,332.3333333333333,0,0,0,991
621112,1.5373324705429747,677,112,15.0,0,0,0,1413
622277,1.4955077592118877,677,112,51.0,0,0,0,1413
622604,1.430837003891043,677,71,75.0,0,0,0,1104
623443,1.4373531028369386,406,195,14.0,0,0,0,1413
624107,1.4636481877102379,2808,98,642.6666666666666,0,0,0,1241
624190,1.5515975544054403,2808,227,360.0,0,0,0,1527
624282,1.5941053747167861,2808,227,130.66666666666666,0,0,0,1527
625203,1.462710174813786,2808,98,659.3333333333334,0,0,0,1241
625731,1.6068930098956185,2808,163,73.33333333333333,0,0,0,1413
626115,1.4230857811602073,89,39,20.666666666666668,0,0,0,1104
626310,1.479118020165755,2808,98,486.3333333333333,0,0,0,1241
626774,1.474691473283292,2808,98,521.6666666666666,0,0,0,1241
626939,1.5966277471048214,2808,163,102.0,0,0,0,1413
627787,1.4983056147492173,403,118,43.0,0,0,0,1527
628571,1.4352510093459416,229,98,25.666666666666668,0,0,0,1527
628912,1.4474665452816367,2808,163,1102.6666666666667,0,0,0,1413
630845,1.436131405912291,677,71,50.0,0,0,0,1104
631071,1.423636920669153,406,145,7.333333333333333,0,0,0,573
631078,1.4222771693786007,403,65,60.0,0,0,0,1104
631667,1.5043089980607645,2808,227,621.0,0,0,0,1527
632233,1.4990713147870676,403,118,42.0,0,0,0,1527
632986,1.6174483787209635,2808,227,64.0,0,0,0,1527
633044,1.4142161148275028,81,23,10.0,0,0,0,991
633080,1.458424238850518,2808,98,704.6666666666666,0,0,0,1241
633313,1.519338320266103,2808,227,551.6666666666666,0,0,0,1527
633358,1.566231005195417,677,145,9.0,0,0,0,1527
634463,1.5155725266321047,2808,163,529.6666666666666,0,0,0,1413
635425,1.5726600357984792,2808,227,239.66666666666666,0,0,0,1527
635760,1.431556291910614,406,185,18.0,0,0,0,1104
635930,1.4829483803787609,2808,163,730.6666666666666,0,0,0,1413
636511,1.4795094448900201,2808,227,759.6666666666666,0,0,0,1527
636841,1.4816565609755536,403,118,65.0,0,0,0,1527
638603,1.4298177823133145,95,42,4.0,0,0,0,991
638632,1.5679171094375297,208,65,6.666666666666667,0,0,0,1527
638918,1.414216713550709,406,155,39.0,0,0,0,706
638960,1.425280497314392,162,127,2.0,0,0,0,706
640208,1.5522699650569451,2808,227,355.0,0,0,0,1527
641111,1.414241990282999,101,83,10.333333333333334,0,0,0,854
642354,1.4292799510899576,141,56,12.0,0,0,0,1527
643543,1.5742986188091967,2808,227,227.0,0,0,0,1527
643682,1.5472695413385005,208,65,15.0,0,0,0,1527
643755,1.579706565665211,2808,227,197.0,0,0,0,1527
644216,1.429854089276389,46,64,6.0,0,0,0,1413
645956,1.4716617920096373,2808,163,841.0,0,0,0,1413
646260,1.422185796487222,403,65,63.666666666666664,0,0,0,1104
647156,1.4862750956781314,2808,227,722.3333333333334,0,0,0,1527
647246,1.4769225717220364,2808,98,504.3333333333333,0,0,0,1241
650362,1.57114063426845,2808,227,249.33333333333334,0,0,0,1527
651848,1.4284672005242405,229,93,45.666666666666664,0,0,0,1413
651972,1.4461473269811675,677,112,136.0,0,0,0,1413
652178,1.4784988884477739,2808,163,769.6666666666666,0,0,0,1413
652192,1.542934549488395,2808,227,413.6666666666667,0,0,0,1527
656021,1.4252595463354145,2808,227,1098.6666666666667,0,0,0,1527
656541,1.6534854107135,2808,227,29.666666666666668,0,0,0,1527
657041,1.4537865298764006,2808,53,102.66666666666667,0,0,0,991
657062,1.471264089414425,208,65,73.0,0,0,0,1527
660155,1.4905979854228089,208,65,48.666666666666664,0,0,0,1527
660244,1.4713769054202042,2808,227,824.6666666666666,0,0,0,1527
662149,1.4251080204844715,406,178,34.333333333333336,0,0,0,991
662225,1.4778495799370535,2808,163,778.3333333333334,0,0,0,1413
662545,1.4526108975374386,677,112,115.66666666666667,0,0,0,1413
663255,1.4697466098432816,2808,227,836.3333333333334,0,0,0,1527
664457,1.5702733554298767,2808,227,256.6666666666667,0,0,0,1527
665824,1.414242397355911,406,169,52.333333333333336,0,0,0,854
665945,1.5149127011589303,2808,163,532.3333333333334,0,0,0,1413
666073,1.5294205333926663,208,65,23.333333333333332,0,0,0,1527
666623,1.5041372643746476,2808,227,623.6666666666666,0,0,0,1527
667657,1.606229088508004,2808,227,95.0,0,0,0,1527
667738,1.4437948744108746,2808,56,467.6666666666667,0,0,0,1104
668222,1.579797752028299,2808,227,195.33333333333334,0,0,0,1527
669057,1.4556110726754816,403,79,54.666666666666664,0,0,0,1241
669194,1.603218596254997,2808,227,105.33333333333333,0,0,0,1527
670273,1.4738331177047403,2808,163,816.6666666666666,0,0,0,1413
671204,1.5231489908544287,2808,163,497.0,0,0,0,1413
671452,1.495106933483115,2808,227,668.0,0,0,0,1527
672411,1.4344877954887232,2808,98,1016.0,0,0,0,1241
672835,1.507220045722595,2808,227,606.0,0,0,0,1527
672918,1.4142220002213481,229,93,68.0,0,0,0,1413
673082,1.4287542287789636,406,190,44.666666666666664,0,0,0,1241
673883,1.4600824780794504,2808,163,965.3333333333334,0,0,0,1413
674417,1.4372601442171467,46,64,4.333333333333333,0,0,0,1413
674749,1.4403344018827064,162,134,3.3333333333333335,0,0,0,991
674937,1.4142687178297038,89,39,24.0,0,0,0,1104
675351,1.5178728001462576,677,145,30.666666666666668,0,0,0,1527
675500,1.647736490970784,2808,227,37.0,0,0,0,1527
675728,1.427709226739583,89,52,36.333333333333336,0,0,0,1413
675976,1.4217893597731248,2808,163,1330.6666666666667,0,0,0,1413
676313,1.4443213673371125,677,112,139.66666666666666,0,0,0,1413
677089,1.427136460449365,162,146,12.333333333333334,0,0,0,1241
678098,1.5141982026525638,2808,227,571.3333333333334,0,0,0,1527
678459,1.4248789992378121,101,85,8.666666666666666,0,0,0,1104
678650,1.4780734475292505,2808,98,496.3333333333333,0,0,0,1241
678769,1.4579896620410004,2808,163,988.6666666666666,0,0,0,1413
679749,1.5599792510941546,2808,227,306.0,0,0,0,1527
683921,1.4263930589720293,141,54,22.0,0,0,0,1413
684612,1.4274597790031227,406,190,49.0,0,0,0,1241
686359,1.5802284506415885,2808,163,164.33333333333334,0,0,0,1413
689836,1.4239602042373323,95,48,11.666666666666666,0,0,0,1104
689965,1.4257384196162968,101,85,4.333333333333333,0,0,0,991
691616,1.5239330977029024,2808,227,529.3333333333334,0,0,0,1527
694273,1.4946826449801465,2808,98,389.6666666666667,0,0,0,1241
694325,1.4231775596055156,23,30,1.3333333333333333,0,0,0,1104
695943,1.4297942774554155,229,98,30.666666666666668,0,0,0,1527
697391,1.4472396932366198,677,112,129.0,0,0,0,1413
701790,1.5295879137537651,89,59,6.333333333333333,0,0,0,1527
711954,1.5454316870782456,2808,227,403.3333333333333,0,0,0,1527
716469,1.584067621944365,2808,227,173.0,0,0,0,1527
717234,1.5727835572963849,2808,227,238.0,0,0,0,1527
721409,1.5479560967194224,2808,163,344.6666666666667,0,0,0,1413
721416,1.709486852407654,2808,227,3.0,0,0,0,1527
722133,1.6119316493836242,2808,227,77.0,0,0,0,1527
722448,1.5545291379249195,2808,227,340.6666666666667,0,0,0,1527
723868,1.5991014876928398,2808,227,120.33333333333333,0,0,0,1527
724598,1.4922818336213162,208,65,45.333333333333336,0,0,0,1527
725175,1.5020060283634695,2808,227,639.0,0,0,0,1527
726201,1.5729336682719839,2808,227,237.0,0,0,0,1527
726942,1.5220047799327114,2808,227,542.3333333333334,0,0,0,1527
727318,1.6189192924683165,2808,227,61.333333333333336,0,0,0,1527
729857,1.5577685769134495,677,145,11.666666666666666,0,0,0,1527
732652,1.5309931161811485,403,118,15.0,0,0,0,1527
733717,1.5974322138068442,677,145,2.0,0,0,0,1527
737969,1.4303694454986053,406,185,24.666666666666668,0,0,0,1104
739713,1.5960492434291933,2808,227,127.66666666666667,0,0,0,1527
739975,1.4745667076176694,2808,163,809.3333333333334,0,0,0,1413
740569,1.4465210849449341,2808,56,440.3333333333333,0,0,0,1104
741127,1.5731150782847019,2808,227,236.0,0,0,0,1527
741512,1.4894081542744617,2808,98,419.0,0,0,0,1241
741671,1.5049759411339083,229,98,10.0,0,0,0,1527
741692,1.4308590365029619,677,79,130.66666666666666,0,0,0,1241
743623,1.5273732431463896,2808,163,478.0,0,0,0,1413
743709,1.5535644088393397,2808,163,309.0,0,0,0,1413
744736,1.4322971843199654,81,35,5.666666666666667,0,0,0,1241
746128,1.459762008863269,2808,163,969.6666666666666,0,0,0,1413
746409,1.492956184073848,2808,163,654.0,0,0,0,1413
746470,1.4316376335559002,2808,98,1055.3333333333333,0,0,0,1241
746707,1.4942934570750988,677,112,53.333333333333336,0,0,0,1413
747028,1.425753716911565,50,48,9.333333333333334,0,0,0,1104
747200,1.4331702692949717,677,79,119.66666666666667,0,0,0,1241
747561,1.530842898221053,208,53,20.0,0,0,0,1413
747761,1.4574999277361067,2808,163,994.3333333333334,0,0,0,1413
748827,1.4270584129395303,406,169,16.666666666666668,0,0,0,854
748933,1.4376517242930231,95,59,10.0,0,0,0,1413
749132,1.4612613589273729,2808,98,670.6666666666666,0,0,0,1241
749335,1.5470754481215379,2808,227,391.0,0,0,0,1527
750146,1.4353959198663675,50,48,5.666666666666667,0,0,0,1104
750895,1.530176820726181,2808,227,492.3333333333333,0,0,0,1527
751201,1.6259807783661062,229,88,1.6666666666666667,0,0,0,1241
752022,1.461099255895793,2808,163,957.3333333333334,0,0,0,1413
752094,1.4841122553280588,2808,227,732.3333333333334,0,0,0,1527
752150,1.4230497033590825,46,57,11.333333333333334,0,0,0,1241
752613,1.5081344196251225,2808,227,599.0,0,0,0,1527
752812,1.5782720705773474,2808,163,179.33333333333334,0,0,0,1413
753004,1.4300526445079311,406,169,6.333333333333333,0,0,0,854
753056,1.55682694584841,2808,163,291.6666666666667,0,0,0,1413
753098,1.4700768805311877,2808,98,564.6666666666666,0,0,0,1241
753254,1.4293909048946574,2808,53,272.6666666666667,0,0,0,991
753570,1.414589285108854,101,83,7.666666666666667,0,0,0,854
753598,1.4300514494290677,141,54,13.0,0,0,0,1413
753742,1.6163900911567612,2808,227,66.0,0,0,0,1527
755030,1.4203576500310908,2808,56,743.3333333333334,0,0,0,1104
756754,1.5887246256243406,2808,227,153.66666666666666,0,0,0,1527
757093,1.4633244110148815,677,145,101.0,0,0,0,1527
757251,1.4229675942274473,403,79,94.33333333333333,0,0,0,1241
758402,1.5813138851946833,2808,163,160.0,0,0,0,1413
758661,1.4142143501681568,50,41,7.666666666666667,0,0,0,854
759187,1.4867789103463194,677,112,65.33333333333333,0,0,0,1413
759454,1.473901513128247,2808,163,814.6666666666666,0,0,0,1413
759694,1.4303176022663115,406,185,26.666666666666668,0,0,0,1104
760238,1.5896954808201016,2808,227,149.0,0,0,0,1527
760417,1.4456703138630354,2808,98,877.6666666666666,0,0,0,1241
760658,1.5240790006851908,2808,227,528.3333333333334,0,0,0,1527
761109,1.4450891581023009,2808,163,1135.6666666666667,0,0,0,1413
762097,1.6072263556109025,2808,163,70.66666666666667,0,0,0,1413
762496,1.4585606376993892,2808,163,982.3333333333334,0,0,0,1413
762663,1.6932614478696173,2808,227,13.0,0,0,0,1527
763670,1.429092466595559,406,195,35.333333333333336,0,0,0,1413
763747,1.48101136676123,2808,163,745.3333333333334,0,0,0,1413
763831,1.4233667257309202,403,60,14.0,0,0,0,854
765494,1.4298423856730316,406,185,34.666666666666664,0,0,0,1104
765997,1.4142744557763784,229,77,20.666666666666668,0,0,0,991
766354,1.45312700862324,2808,251,574.3333333333334,0,0,0,1338
766444,1.5820667135691937,2808,227,182.0,0,0,0,1527
766557,1.5086425367720229,2808,163,566.3333333333334,0,0,0,1413
767404,1.4309349746743711,406,190,27.0,0,0,0,1241
767558,1.491715503101471,2808,227,686.6666666666666,0,0,0,1527
768241,1.471566285806226,208,53,72.0,0,0,0,1413
768367,1.43557779304804,162,140,8.0,0,0,0,1104
768455,1.4536834214142746,2808,98,768.0,0,0,0,1241
768585,1.552885712560421,2808,163,314.3333333333333,0,0,0,1413
768737,1.4402990810378486,2808,98,936.3333333333334,0,0,0,1241
769638,1.4615074327207254,162,152,5.333333333333333,0,0,0,1413
770628,1.4248968591872415,403,55,5.666666666666667,0,0,0,706
770853,1.438069981602859,403,63,14.333333333333334,0,0,0,991
771388,1.5797941382085043,2808,163,167.66666666666666,0,0,0,1413
773063,1.43494024840904,406,190,16.0,0,0,0,1241
773615,1.424000998231389,50,57,8.0,0,0,0,1527
773666,1.45662671264252,2808,227,931.0,0,0,0,1527
774227,1.6099578654867557,2808,227,81.0,0,0,0,1527
774909,1.4144235406680044,101,85,14.666666666666666,0,0,0,1104
774983,1.4142176781955138,38,44,17.666666666666668,0,0,0,1413
775212,1.4248240776719836,28,32,2.6666666666666665,0,0,0,1104
775254,1.4810012841338822,2808,163,747.3333333333334,0,0,0,1413
775446,1.4474181226490541,2808,163,1103.6666666666667,0,0,0,1413
775494,1.5257505055287077,677,145,24.333333333333332,0,0,0,1527
775588,1.4401363135537157,2808,98,941.0,0,0,0,1241
775694,1.5867359742318947,2808,227,162.33333333333334,0,0,0,1527
775850,1.4237418467217187,229,93,53.666666666666664,0,0,0,1413
775904,1.4369883981704161,2808,56,540.3333333333334,0,0,0,1104
776406,1.4260638593133754,208,65,106.66666666666667,0,0,0,1527
776408,1.4690112297744327,2808,163,867.6666666666666,0,0,0,1413
777054,1.4486747391156645,162,152,7.666666666666667,0,0,0,1413
777366,1.455647541220491,208,53,88.66666666666667,0,0,0,1413
777466,1.4354726374213649,2808,53,216.66666666666666,0,0,0,991
778526,1.50429129060164,2808,163,593.3333333333334,0,0,0,1413
778655,1.4961126121357997,2808,163,638.6666666666666,0,0,0,1413
778925,1.6088735318049605,2808,227,86.66666666666667,0,0,0,1527
778960,1.4798597363508212,2808,227,755.6666666666666,0,0,0,1527
779146,1.4611382231592953,95,59,3.6666666666666665,0,0,0,1413
779599,1.4940874322799926,2808,98,394.0,0,0,0,1241
780955,1.6125064944993974,2808,227,75.0,0,0,0,1527
781680,1.414214962897346,81,29,16.666666666666668,0,0,0,1104
782297,1.4843586415630272,2808,163,721.0,0,0,0,1413
782375,1.4250314203478962,2808,56,685.3333333333334,0,0,0,1104
784010,1.5323304394248396,2808,227,484.0,0,0,0,1527
784056,1.4562808689329043,677,145,114.66666666666667,0,0,0,1527
784122,1.4774571672689185,677,145,91.66666666666667,0,0,0,1527
784535,1.5731848151689625,2808,163,206.66666666666666,0,0,0,1413
784597,1.414232013064211,4,9,1.3333333333333333,0,0,0,1413
784811,1.579467682874793,2808,227,200.66666666666666,0,0,0,1527
785500,1.4302808503020945,406,185,27.666666666666668,0,0,0,1104
785817,1.419727939543656,677,36,30.666666666666668,0,0,0,854
786126,1.439305142183227,50,48,2.6666666666666665,0,0,0,1104
787428,1.676494112420961,2808,163,14.333333333333334,0,0,0,1413
787579,1.5371181579850215,2808,227,450.6666666666667,0,0,0,1527
788347,1.4864770243236636,2808,163,708.6666666666666,0,0,0,1413
789055,1.5012599332286551,2808,163,617.0,0,0,0,1413
789754,1.488374946967233,208,65,51.333333333333336,0,0,0,1527
790224,1.4252573790242946,229,93,49.0,0,0,0,1413
790496,1.4272009870475877,406,185,45.333333333333336,0,0,0,1104
791308,1.4494274998787207,677,112,123.33333333333333,0,0,0,1413
792190,1.43062259916496,677,53,32.0,0,0,0,991
792348,1.4481914655133796,677,71,29.666666666666668,0,0,0,1104
792839,1.4455603207799983,677,79,83.66666666666667,0,0,0,1241
792852,1.4817251289768287,2808,163,740.3333333333334,0,0,0,1413
793108,1.5864441280843666,2808,227,165.0,0,0,0,1527
793913,1.4442623451945327,2808,98,892.0,0,0,0,1241
794161,1.545778361441743,2808,227,401.6666666666667,0,0,0,1527
794257,1.5323334912689222,2808,163,444.3333333333333,0,0,0,1413
794306,1.4852361612382423,2808,98,447.3333333333333,0,0,0,1241
794401,1.4363313340703694,2808,227,1046.3333333333333,0,0,0,1527
794419,1.4142278647315494,101,83,11.333333333333334,0,0,0,854
795053,1.5855679371022795,677,145,3.6666666666666665,0,0,0,1527
795271,1.4301232502205714,406,178,16.0,0,0,0,991
795288,1.4142143501681568,28,23,3.3333333333333335,0,0,0,706
795387,1.414255230269992,101,85,14.666666666666666,0,0,0,991
795905,1.4142248261082315,81,29,13.666666666666666,0,0,0,1104
797470,1.4299808523915363,406,169,8.0,0,0,0,854
798587,1.6017856860521134,2808,163,88.0,0,0,0,1413
798751,1.4680614573949415,2808,98,583.6666666666666,0,0,0,1241
800492,1.4142143501681568,50,41,6.666666666666667,0,0,0,854
802048,1.4142143501681568,677,79,183.66666666666666,0,0,0,1241
802382,1.5694305797499424,89,52,2.3333333333333335,0,0,0,1413
803115,1.5367674498471995,2808,163,416.0,0,0,0,1413
803469,1.5596936247837447,2808,163,275.0,0,0,0,1413
803513,1.4644754252918832,2808,98,628.3333333333334,0,0,0,1241
803533,1.4230857811602073,89,45,34.0,0,0,0,1241
804338,1.4718022619219733,2808,163,839.3333333333334,0,0,0,1413
804516,1.6074418113637956,2808,163,69.66666666666667,0,0,0,1413
804635,1.4689072406547732,2808,56,245.33333333333334,0,0,0,1104
805225,1.5669548706769336,2808,163,239.0,0,0,0,1413
805493,1.427668451828963,677,53,40.333333333333336,0,0,0,991
806523,1.422022685049897,101,83,3.6666666666666665,0,0,0,854
806601,1.473141940618324,406,195,4.666666666666667,0,0,0,1413
807181,1.4232091775072901,406,190,59.666666666666664,0,0,0,1241
807294,1.4343454852775235,208,53,113.0,0,0,0,1413
807361,1.4611792580632124,677,112,94.0,0,0,0,1413
807428,1.4238505091561706,229,93,52.666666666666664,0,0,0,1413
808003,1.5329836665280385,403,118,13.0,0,0,0,1527
808304,1.436593981710304,2808,53,205.66666666666666,0,0,0,991
808388,1.4549851062312318,2808,98,753.6666666666666,0,0,0,1241
808613,1.428730454870195,406,195,38.666666666666664,0,0,0,1413
808626,1.4142191644617768,4,9,1.3333333333333333,0,0,0,854
809900,1.4822638024972923,162,153,4.333333333333333,0,0,0,1527
810166,1.5203880195013013,2808,98,301.0,0,0,0,1241
810912,1.4384929663619503,2808,56,520.3333333333334,0,0,0,1104
810996,1.5043185776927812,2808,227,620.0,0,0,0,1527
811178,1.4517689486604923,677,112,117.66666666666667,0,0,0,1413
812040,1.421054703073448,677,71,114.33333333333333,0,0,0,1104
812476,1.566387075818582,2808,163,243.0,0,0,0,1413
812741,1.4700867130656252,2808,163,854.0,0,0,0,1413
812877,1.4741972932322285,2808,163,813.0,0,0,0,1413
813910,1.4361418550987046,2808,163,1217.0,0,0,0,1413
814312,1.4418629404468981,2808,53,166.0,0,0,0,991
814530,1.4377789173057998,89,52,28.666666666666668,0,0,0,1413
815837,1.441176586520707,677,79,90.0,0,0,0,1241
816267,1.425661357417667,28,35,2.3333333333333335,0,0,0,1241
816844,1.5940557400713449,2808,227,131.66666666666666,0,0,0,1527
818576,1.4598710059257556,38,45,1.0,0,0,0,1527
818627,1.437248396615247,2808,163,1199.0,0,0,0,1413
820596,1.4142212556654623,2808,45,138.0,0,0,0,854
820780,1.4268749460046082,46,64,10.666666666666666,0,0,0,1413
821252,1.4142452993869483,403,63,47.0,0,0,0,991
821675,1.4518449394500166,2808,98,795.3333333333334,0,0,0,1241
822913,1.5049759411339083,229,88,11.666666666666666,0,0,0,1241
823762,1.447068934745752,677,112,131.66666666666666,0,0,0,1413
824406,1.5296224658403024,2808,163,460.0,0,0,0,1413
824879,1.4231738112451802,406,169,29.333333333333332,0,0,0,854
824895,1.4342189404473327,2808,56,579.6666666666666,0,0,0,1104
825209,1.4926592580288158,2808,163,656.3333333333334,0,0,0,1413
825793,1.4502279140088974,2808,98,813.3333333333334,0,0,0,1241
826936,1.4588350756863206,2808,163,978.6666666666666,0,0,0,1413
827224,1.41425422069068,229,77,21.666666666666668,0,0,0,991
827760,1.4266139377572453,677,79,147.33333333333334,0,0,0,1241
827859,1.4830378723575508,208,53,61.666666666666664,0,0,0,1413
828349,1.4324725557689075,229,93,36.0,0,0,0,1413
829717,1.4694334875754655,2808,98,574.0,0,0,0,1241
830063,1.4284355018319925,406,178,25.666666666666668,0,0,0,991
830890,1.5118517817412058,95,59,2.0,0,0,0,1413
832833,1.4326947019258918,2808,163,1256.0,0,0,0,1413
833539,1.4142143501681568,677,112,213.33333333333334,0,0,0,1413
833610,1.4272315047123771,46,68,7.0,0,0,0,1527
835085,1.4263905807881372,677,79,149.0,0,0,0,1241
836103,1.4310808300058275,229,88,35.666666666666664,0,0,0,1241
836376,1.5058258100182849,229,93,11.666666666666666,0,0,0,1413
836737,1.5043185776927812,81,29,1.3333333333333333,0,0,0,1104
837311,1.4569593454328662,2808,98,719.0,0,0,0,1241
837328,1.41443169603042,81,39,9.666666666666666,0,0,0,1527
837526,1.4792462219793803,2808,163,762.0,0,0,0,1413
837886,1.5493181073132212,2808,163,335.0,0,0,0,1413
838327,1.5740928946740624,2808,163,201.0,0,0,0,1413
838847,1.436248898217251,2808,163,1212.6666666666667,0,0,0,1413
838884,1.4273152857688656,89,45,30.333333333333332,0,0,0,1241
839037,1.4747919300851744,2808,56,206.66666666666666,0,0,0,1104
839432,1.6317517021466448,2808,163,35.666666666666664,0,0,0,1413
840348,1.5649168499623514,2808,227,281.0,0,0,0,1527
840812,1.5236192026131725,2808,227,532.0,0,0,0,1527
