,1:distance importance,field num,in age field num,in age avg rank,in age follower num,out age follower num,trans field follower num,in age compete,score
741127,1.573115078,2808,227,236,0,0,0,1527,0.000152318
741512,1.489408154,2808,98,419,0,0,0,1241,0.000127482
741671,1.504975941,229,98,10,0,0,0,1527,0.000107866
741692,1.430859037,677,79,130.6666667,0,0,0,1241,0.000103603
743623,1.527373243,2808,163,478,0,0,0,1413,0.000132529
743709,1.553564409,2808,163,309,0,0,0,1413,0.000138358
744736,1.432297184,81,35,5.666666667,0,0,0,1241,0.000105293
746128,1.459762009,2808,163,969.6666667,0,0,0,1413,0.000119063
746409,1.492956184,2808,163,654,0,0,0,1413,0.000127055
746470,1.431637634,2808,98,1055.333333,0,0,0,1241,0.000109157
746707,1.494293457,677,112,53.33333333,0,0,0,1413,0.000109697
747028,1.425753717,50,48,9.333333333,0,0,0,1104,0.000108804
747200,1.433170269,677,79,119.6666667,0,0,0,1241,0.000104216
747561,1.530842898,208,53,20,0,0,0,1413,0.000103363
747761,1.457499928,2808,163,994.3333333,0,0,0,1413,0.000118549
748827,1.427058413,406,169,16.66666667,0,0,0,854,0.000131692
748933,1.437651724,95,59,10,0,0,0,1413,0.000104172
749132,1.461261359,2808,98,670.6666667,0,0,0,1241,0.000119052
749335,1.547075448,2808,227,391,0,0,0,1527,0.000147213
750146,1.43539592,50,48,5.666666667,0,0,0,1104,0.000109017
750895,1.530176821,2808,227,492.3333333,0,0,0,1527,0.000144108
751201,1.625980778,229,88,1.666666667,0,0,0,1241,0.000109812
752022,1.461099256,2808,163,957.3333333,0,0,0,1413,0.000119326
752094,1.484112255,2808,227,732.3333333,0,0,0,1527,0.000137571
752150,1.423049703,46,57,11.33333333,0,0,0,1241,0.000106157
752613,1.50813442,2808,227,599,0,0,0,1527,0.000141053
752812,1.578272071,2808,163,179.3333333,0,0,0,1413,0.000143167
753004,1.430052645,406,169,6.333333333,0,0,0,854,0.000132172
753056,1.556826946,2808,163,291.6666667,0,0,0,1413,0.000138985
753098,1.470076881,2808,98,564.6666667,0,0,0,1241,0.000122438
753254,1.429390905,2808,53,272.6666667,0,0,0,991,0.000134771
753570,1.414589285,101,83,7.666666667,0,0,0,854,0.000119754
753598,1.430051449,141,54,13,0,0,0,1413,0.000103691
753742,1.616390091,2808,227,66,0,0,0,1527,0.000158364
755030,1.42035765,2808,56,743.3333333,0,0,0,1104,0.000116019
756754,1.588724626,2808,227,153.6666667,0,0,0,1527,0.00015519
757093,1.463324411,677,145,101,0,0,0,1527,0.000111976
757251,1.422967594,403,79,94.33333333,0,0,0,1241,0.00010409
758402,1.581313885,2808,163,160,0,0,0,1413,0.000143906
758661,1.41421435,50,41,7.666666667,0,0,0,854,0.00011684
759187,1.48677891,677,112,65.33333333,0,0,0,1413,0.000109035
759454,1.473901513,2808,163,814.6666667,0,0,0,1413,0.000122671
759694,1.430317602,406,185,26.66666667,0,0,0,1104,0.000127057
760238,1.589695481,2808,227,149,0,0,0,1527,0.000155356
760417,1.445670314,2808,98,877.6666667,0,0,0,1241,0.000113223
760658,1.524079001,2808,227,528.3333333,0,0,0,1527,0.000143052
761109,1.445089158,2808,163,1135.666667,0,0,0,1413,0.000115945
762097,1.607226356,2808,163,70.66666667,0,0,0,1413,0.000147397
762496,1.458560638,2808,163,982.3333333,0,0,0,1413,0.000118797
762663,1.693261448,2808,227,13,0,0,0,1527,0.000160352
763670,1.429092467,406,195,35.33333333,0,0,0,1413,0.000124237
763747,1.481011367,2808,163,745.3333333,0,0,0,1413,0.000124486
763831,1.423366726,403,60,14,0,0,0,854,0.000118289
765494,1.429842386,406,185,34.66666667,0,0,0,1104,0.000126675
765997,1.414274456,229,77,20.66666667,0,0,0,991,0.000113881
766354,1.453127009,2808,251,574.3333333,0,0,0,1338,0.000147979
766444,1.582066714,2808,227,182,0,0,0,1527,0.00015419
766557,1.508642537,2808,163,566.3333333,0,0,0,1413,0.000129699
767404,1.430934975,406,190,27,0,0,0,1241,0.000125454
767558,1.491715503,2808,227,686.6666667,0,0,0,1527,0.00013872
768241,1.471566286,208,53,72,0,0,0,1413,0.000100228
768367,1.435577793,162,140,8,0,0,0,1104,0.000119227
768455,1.453683421,2808,98,768,0,0,0,1241,0.000116175
768585,1.552885713,2808,163,314.3333333,0,0,0,1413,0.000138167
768737,1.440299081,2808,98,936.3333333,0,0,0,1241,0.000111778
769638,1.461507433,162,152,5.333333333,0,0,0,1413,0.000116616
770628,1.424896859,403,55,5.666666667,0,0,0,706,0.000124594
770853,1.438069982,403,63,14.33333333,0,0,0,991,0.000113612
771388,1.579794138,2808,163,167.6666667,0,0,0,1413,0.000143612
773063,1.434940248,406,190,16,0,0,0,1241,0.000125989
773615,1.424000998,50,57,8,0,0,0,1527,0.000103676
773666,1.456626713,2808,227,931,0,0,0,1527,0.000133139
774227,1.609957865,2808,227,81,0,0,0,1527,0.000157813
774909,1.414423541,101,85,14.66666667,0,0,0,1104,0.000111491
774983,1.414217678,38,44,17.66666667,0,0,0,1413,0.000102697
775212,1.424824078,28,32,2.666666667,0,0,0,1104,0.000108439
775254,1.481001284,2808,163,747.3333333,0,0,0,1413,0.000124432
775446,1.447418123,2808,163,1103.666667,0,0,0,1413,0.000116483
775494,1.525750506,677,145,24.33333333,0,0,0,1527,0.000116024
775588,1.440136314,2808,98,941,0,0,0,1241,0.000111667
775694,1.586735974,2808,227,162.3333333,0,0,0,1527,0.000154883
775850,1.423741847,229,93,53.66666667,0,0,0,1413,0.000105137
775904,1.436988398,2808,56,540.3333333,0,0,0,1104,0.000122435
776406,1.426063859,208,65,106.6666667,0,0,0,1527,9.86E-05
776408,1.46901123,2808,163,867.6666667,0,0,0,1413,0.000121366
777054,1.448674739,162,152,7.666666667,0,0,0,1413,0.000116488
777366,1.455647541,208,53,88.66666667,0,0,0,1413,9.92E-05
777466,1.435472637,2808,53,216.6666667,0,0,0,991,0.000136926
778526,1.504291291,2808,163,593.3333333,0,0,0,1413,0.000128867
778655,1.496112612,2808,163,638.6666667,0,0,0,1413,0.000127505
778925,1.608873532,2808,227,86.66666667,0,0,0,1527,0.000157605
778960,1.479859736,2808,227,755.6666667,0,0,0,1527,0.000137002
779146,1.461138223,95,59,3.666666667,0,0,0,1413,0.000104559
779599,1.494087432,2808,98,394,0,0,0,1241,0.00012839
780955,1.612506494,2808,227,75,0,0,0,1527,0.000158033
781680,1.414214963,81,29,16.66666667,0,0,0,1104,0.000107557
782297,1.484358642,2808,163,721,0,0,0,1413,0.000125151
782375,1.42503142,2808,56,685.3333333,0,0,0,1104,0.000117754
784010,1.532330439,2808,227,484,0,0,0,1527,0.000144356
784056,1.456280869,677,145,114.6666667,0,0,0,1527,0.000111261
784122,1.477457167,677,145,91.66666667,0,0,0,1527,0.000112469
784535,1.573184815,2808,163,206.6666667,0,0,0,1413,0.000142131
784597,1.414232013,4,9,1.333333333,0,0,0,1413,0.000102626
784811,1.579467683,2808,227,200.6666667,0,0,0,1527,0.000153537
785500,1.43028085,406,185,27.66666667,0,0,0,1104,0.00012701
785817,1.41972794,677,36,30.66666667,0,0,0,854,0.00011753
786126,1.439305142,50,48,2.666666667,0,0,0,1104,0.000109189
787428,1.676494112,2808,163,14.33333333,0,0,0,1413,0.000149671
787579,1.537118158,2808,227,450.6666667,0,0,0,1527,0.000145362
788347,1.486477024,2808,163,708.6666667,0,0,0,1413,0.000125494
789055,1.501259933,2808,163,617,0,0,0,1413,0.000128151
789754,1.488374947,208,65,51.33333333,0,0,0,1527,0.000101944
790224,1.425257379,229,93,49,0,0,0,1413,0.000105406
790496,1.427200987,406,185,45.33333333,0,0,0,1104,0.000126165
791308,1.4494275,677,112,123.3333333,0,0,0,1413,0.000105842
792190,1.430622599,677,53,32,0,0,0,991,0.000113399
792348,1.448191466,677,71,29.66666667,0,0,0,1104,0.00011154
792839,1.445560321,677,79,83.66666667,0,0,0,1241,0.000106229
792852,1.481725129,2808,163,740.3333333,0,0,0,1413,0.000124622
793108,1.586444128,2808,227,165,0,0,0,1527,0.000154789
793913,1.444262345,2808,98,892,0,0,0,1241,0.000112861
794161,1.545778361,2808,227,401.6666667,0,0,0,1527,0.000146878
794257,1.532333491,2808,163,444.3333333,0,0,0,1413,0.000133647
794306,1.485236161,2808,98,447.3333333,0,0,0,1241,0.000126468
794401,1.436331334,2808,227,1046.333333,0,0,0,1527,0.000131014
794419,1.414227865,101,83,11.33333333,0,0,0,854,0.000119565
795053,1.585567937,677,145,3.666666667,0,0,0,1527,0.000117137
795271,1.43012325,406,178,16,0,0,0,991,0.000129069
795288,1.41421435,28,23,3.333333333,0,0,0,706,0.000122756
795387,1.41425523,101,85,14.66666667,0,0,0,991,0.000114764
795905,1.414224826,81,29,13.66666667,0,0,0,1104,0.00010773
797470,1.429980852,406,169,8,0,0,0,854,0.000132095
798587,1.601785686,2808,163,88,0,0,0,1413,0.000146711
798751,1.468061457,2808,98,583.6666667,0,0,0,1241,0.000121813
800492,1.41421435,50,41,6.666666667,0,0,0,854,0.000116893
802048,1.41421435,677,79,183.6666667,0,0,0,1241,0.000100657
802382,1.56943058,89,52,2.333333333,0,0,0,1413,0.000104188
803115,1.53676745,2808,163,416,0,0,0,1413,0.000134606
803469,1.559693625,2808,163,275,0,0,0,1413,0.000139593
803513,1.464475425,2808,98,628.3333333,0,0,0,1241,0.000120374
803533,1.423085781,89,45,34,0,0,0,1241,0.000104103
804338,1.471802262,2808,163,839.3333333,0,0,0,1413,0.000122055
804516,1.607441811,2808,163,69.66666667,0,0,0,1413,0.000147437
804635,1.468907241,2808,56,245.3333333,0,0,0,1104,0.000133264
805225,1.566954871,2808,163,239,0,0,0,1413,0.000140921
805493,1.427668452,677,53,40.33333333,0,0,0,991,0.00011295
806523,1.422022685,101,83,3.666666667,0,0,0,854,0.000119963
806601,1.473141941,406,195,4.666666667,0,0,0,1413,0.000125749
807181,1.423209178,406,190,59.66666667,0,0,0,1241,0.000123873
807294,1.434345485,208,53,113,0,0,0,1413,9.78E-05
807361,1.461179258,677,112,94,0,0,0,1413,0.000107452
807428,1.423850509,229,93,52.66666667,0,0,0,1413,0.000105194
808003,1.532983667,403,118,13,0,0,0,1527,0.00011094
808304,1.436593982,2808,53,205.6666667,0,0,0,991,0.000137356
808388,1.454985106,2808,98,753.6666667,0,0,0,1241,0.000116584
808613,1.428730455,406,195,38.66666667,0,0,0,1413,0.000124075
808626,1.414219164,4,9,1.333333333,0,0,0,854,0.00011638
809900,1.482263802,162,153,4.333333333,0,0,0,1527,0.000116473
810166,1.52038802,2808,98,301,0,0,0,1241,0.000131867
810912,1.438492966,2808,56,520.3333333,0,0,0,1104,0.000123116
810996,1.504318578,2808,227,620,0,0,0,1527,0.00014048
811178,1.451768949,677,112,117.6666667,0,0,0,1413,0.000106153
812040,1.421054703,677,71,114.3333333,0,0,0,1104,0.000106905
812476,1.566387076,2808,163,243,0,0,0,1413,0.000140772
812741,1.470086713,2808,163,854,0,0,0,1413,0.000121695
812877,1.474197293,2808,163,813,0,0,0,1413,0.000122713
813910,1.436141855,2808,163,1217,0,0,0,1413,0.000114718
814312,1.44186294,2808,53,166,0,0,0,991,0.000138919
814530,1.437778917,89,52,28.66666667,0,0,0,1413,0.000102558
815837,1.441176587,677,79,90,0,0,0,1241,0.000105873
816267,1.425661357,28,35,2.333333333,0,0,0,1241,0.000105459
816844,1.59405574,2808,227,131.6666667,0,0,0,1527,0.000155976
818576,1.459871006,38,45,1,0,0,0,1527,0.00010334
818627,1.437248397,2808,163,1199,0,0,0,1413,0.000114972
820596,1.414221256,2808,45,138,0,0,0,854,0.000143604
820780,1.426874946,46,64,10.66666667,0,0,0,1413,0.000104482
821252,1.414245299,403,63,47,0,0,0,991,0.000111833
821675,1.451844939,2808,98,795.3333333,0,0,0,1241,0.000115409
822913,1.504975941,229,88,11.66666667,0,0,0,1241,0.000109199
823762,1.447068935,677,112,131.6666667,0,0,0,1413,0.000105386
824406,1.529622466,2808,163,460,0,0,0,1413,0.000133124
824879,1.423173811,406,169,29.33333333,0,0,0,854,0.000131105
824895,1.43421894,2808,56,579.6666667,0,0,0,1104,0.000121119
825209,1.492659258,2808,163,656.3333333,0,0,0,1413,0.000126987
825793,1.450227914,2808,98,813.3333333,0,0,0,1241,0.000114916
826936,1.458835076,2808,163,978.6666667,0,0,0,1413,0.000118874
827224,1.414254221,229,77,21.66666667,0,0,0,991,0.000113827
827760,1.426613938,677,79,147.3333333,0,0,0,1241,0.000102675
827859,1.483037872,208,53,61.66666667,0,0,0,1413,0.000100851
828349,1.432472556,229,93,36,0,0,0,1413,0.000106157
829717,1.469433488,2808,98,574,0,0,0,1241,0.00012213
830063,1.428435502,406,178,25.66666667,0,0,0,991,0.000128611
830890,1.511851782,95,59,2,0,0,0,1413,0.000104677
832833,1.432694702,2808,163,1256,0,0,0,1413,0.000114204
833539,1.41421435,677,112,213.3333333,0,0,0,1413,0.000100939
833610,1.427231505,46,68,7,0,0,0,1527,0.000104606
835085,1.426390581,677,79,149,0,0,0,1241,0.000102583
836103,1.43108083,229,88,35.66666667,0,0,0,1241,0.000107812
836376,1.50582581,229,93,11.66666667,0,0,0,1413,0.000107585
836737,1.504318578,81,29,1.333333333,0,0,0,1104,0.00010847
837311,1.456959345,2808,98,719,0,0,0,1241,0.000117594
837328,1.414431696,81,39,9.666666667,0,0,0,1527,0.000102515
837526,1.479246222,2808,163,762,0,0,0,1413,0.000124039
837886,1.549318107,2808,163,335,0,0,0,1413,0.000137428
838327,1.574092895,2808,163,201,0,0,0,1413,0.000142345
838847,1.436248898,2808,163,1212.666667,0,0,0,1413,0.000114778
838884,1.427315286,89,45,30.33333333,0,0,0,1241,0.00010432
839037,1.47479193,2808,56,206.6666667,0,0,0,1104,0.000134795
839432,1.631751702,2808,163,35.66666667,0,0,0,1413,0.0001488
840348,1.56491685,2808,227,281,0,0,0,1527,0.000150794
840812,1.523619203,2808,227,532,0,0,0,1527,0.000142946
841160,1.452257852,2808,163,1055,0,0,0,1413,0.000117359
841870,1.522756509,2808,163,498,0,0,0,1413,0.000131874
841881,1.431269357,677,71,72.66666667,0,0,0,1104,0.00010918
842379,1.458560638,2808,98,699.6666667,0,0,0,1241,0.000118171
842492,1.430675026,406,185,22,0,0,0,1104,0.000127281
844043,1.49323137,2808,227,676.3333333,0,0,0,1527,0.000138986
844440,1.560218627,2808,163,270,0,0,0,1413,0.000139776
845196,1.43200464,406,185,17,0,0,0,1104,0.000127521
845918,1.578962864,2808,227,204.3333333,0,0,0,1527,0.00015341
846671,1.423988603,2808,53,318.6666667,0,0,0,991,0.000133038
847703,1.41421435,2808,45,139.6666667,0,0,0,854,0.000143539
847756,1.425933919,162,134,7,0,0,0,991,0.000121406
851205,1.438971083,2808,227,1034.666667,0,0,0,1527,0.000131213
851240,1.465421894,2808,163,903,0,0,0,1413,0.000120536
852656,1.546877538,2808,98,202,0,0,0,1241,0.000135727
852718,1.507843406,2808,227,601,0,0,0,1527,0.000140998
852970,1.427410445,406,190,50,0,0,0,1241,0.00012434
853254,1.489343313,208,53,51.33333333,0,0,0,1413,0.000101472
855034,1.568082353,2808,163,232.3333333,0,0,0,1413,0.000141169
855655,1.483346154,229,93,18.33333333,0,0,0,1413,0.000107193
857887,1.529051686,2808,227,504.6666667,0,0,0,1527,0.000143744
858006,1.452807233,2808,98,779.6666667,0,0,0,1241,0.000115846
858788,1.467853778,2808,98,587,0,0,0,1241,0.000121704
859026,1.476906848,229,93,22.66666667,0,0,0,1413,0.000106941
860985,1.517762929,89,52,7.333333333,0,0,0,1413,0.000103868
860996,1.42621917,403,98,118.6666667,0,0,0,1413,0.000102624
861057,1.659175886,2808,227,28,0,0,0,1527,0.000159782
861600,1.450117321,2808,163,1079.333333,0,0,0,1413,0.000116912
862343,1.489919652,2808,227,697.6666667,0,0,0,1527,0.000138439
862761,1.64846286,2808,227,34,0,0,0,1527,0.000159556
862855,1.698787595,2808,227,7.666666667,0,0,0,1527,0.000160554
862902,1.426425079,38,44,14.33333333,0,0,0,1413,0.000102902
865403,1.579191913,2808,227,202.6666667,0,0,0,1527,0.000153468
866767,1.441524879,2808,56,489,0,0,0,1104,0.000124201
866769,1.524311073,81,41,1,0,0,0,1413,0.000103613
867307,1.663691556,2808,227,25.33333333,0,0,0,1527,0.000159883
867978,1.590101979,2808,227,144.6666667,0,0,0,1527,0.00015551
867980,1.414216714,229,93,71,0,0,0,1413,0.000104136
868086,1.535066334,677,145,22.66666667,0,0,0,1527,0.000116115
868628,1.478006585,2808,163,776.6666667,0,0,0,1413,0.000123651
869364,1.431632614,677,79,125.6666667,0,0,0,1241,0.000103882
870646,1.49702055,2808,227,661,0,0,0,1527,0.000139386
870809,1.503714716,89,52,8.333333333,0,0,0,1413,0.000103802
873085,1.494008405,2808,56,143.6666667,0,0,0,1104,0.000137341
882431,1.47252947,2808,98,540.6666667,0,0,0,1241,0.000123239
883069,1.45128221,2808,163,1066.666667,0,0,0,1413,0.000117143
883619,1.467182489,2808,56,258,0,0,0,1104,0.000132767
884251,1.502730996,2808,227,631.6666667,0,0,0,1527,0.000140165
884269,1.459660621,2808,98,685.3333333,0,0,0,1241,0.000118604
885138,1.536694982,2808,163,417,0,0,0,1413,0.000134572
885298,1.564164127,162,152,1,0,0,0,1413,0.00011688
885387,1.468750751,2808,163,871.3333333,0,0,0,1413,0.000121278
885569,1.49615061,162,152,3.333333333,0,0,0,1413,0.000116733
886648,1.490482298,2808,163,670.6666667,0,0,0,1413,0.000126571
887235,1.537584811,2808,163,406,0,0,0,1413,0.000134948
887990,1.425133109,50,56,10.33333333,0,0,0,1413,0.000103898
888262,1.476366531,2808,163,792.3333333,0,0,0,1413,0.000123243
888394,1.433264967,677,71,62.33333333,0,0,0,1104,0.000109745
888942,1.414232013,4,14,1,0,0,0,1104,0.000108098
889276,1.429915727,406,185,33.33333333,0,0,0,1104,0.000126739
890683,1.425225762,229,88,46.66666667,0,0,0,1241,0.000107186
891911,1.432052226,677,71,67.33333333,0,0,0,1104,0.000109472
894930,1.506322934,2808,163,584.3333333,0,0,0,1413,0.000129143
895074,1.445847482,2808,98,871.3333333,0,0,0,1241,0.000113384
895365,1.44389398,2808,98,894,0,0,0,1241,0.000112811
896041,1.445843906,403,79,69,0,0,0,1241,0.000105536
896309,1.442300204,229,88,28.66666667,0,0,0,1241,0.000108212
896600,1.566994995,2808,227,270.3333333,0,0,0,1527,0.000151152
897035,1.476770023,2808,163,787.3333333,0,0,0,1413,0.000123372
897382,1.587370154,2808,163,134.6666667,0,0,0,1413,0.000144884
907868,1.557479023,677,145,12.66666667,0,0,0,1527,0.000116651
911827,1.606158123,2808,227,96.66666667,0,0,0,1527,0.000157241
912566,1.439304785,50,57,4.333333333,0,0,0,1527,0.000103901
914671,1.428318081,46,68,5.666666667,0,0,0,1527,0.000104685
915816,1.533549028,2808,227,473.3333333,0,0,0,1527,0.000144676
915835,1.518521914,2808,227,555,0,0,0,1527,0.000142286
916783,1.583918072,2808,227,174.6666667,0,0,0,1527,0.000154447
918111,1.500329883,2808,227,650.6666667,0,0,0,1527,0.000139659
918140,1.568504067,2808,227,263.3333333,0,0,0,1527,0.000151388
919717,1.448836691,2808,98,829.3333333,0,0,0,1241,0.000114484
920004,1.556375964,2808,227,329,0,0,0,1527,0.000149206
920165,1.421443102,2808,53,346.3333333,0,0,0,991,0.000132014
921024,1.486830099,2808,163,706.6666667,0,0,0,1413,0.00012555
921554,1.414216052,89,39,26,0,0,0,1104,0.000107415
921888,1.41421435,141,56,26.33333333,0,0,0,1527,0.000102589
922301,1.511742255,2808,227,581.3333333,0,0,0,1527,0.000141543
922704,1.570807143,2808,227,252,0,0,0,1527,0.000151772
923208,1.507316654,2808,227,605,0,0,0,1527,0.000140889
923332,1.5498224,2808,227,367.6666667,0,0,0,1527,0.000147955
923497,1.425133109,50,53,11.33333333,0,0,0,1241,0.000105889
924306,1.64143954,2808,163,29.33333333,0,0,0,1413,0.000149057
925635,1.496858209,677,145,61,0,0,0,1527,0.000114083
925636,1.498838478,2808,163,629.3333333,0,0,0,1413,0.000127782
926021,1.466550059,677,112,83.33333333,0,0,0,1413,0.000108039
926085,1.463728793,2808,163,926,0,0,0,1413,0.000120014
927278,1.427940491,38,44,13.33333333,0,0,0,1413,0.000102963
929659,1.555448988,2808,227,334.6666667,0,0,0,1527,0.000149021
929673,1.484030738,2808,163,725,0,0,0,1413,0.000125041
930651,1.484265106,208,53,59,0,0,0,1413,0.000101011
931015,1.459616081,2808,56,313.3333333,0,0,0,1104,0.000130629
931869,1.425716596,50,48,10.66666667,0,0,0,1104,0.000108728
932328,1.577968968,2808,227,209.6666667,0,0,0,1527,0.000153225
932922,1.43522959,677,71,53.66666667,0,0,0,1104,0.00011022
933621,1.473923538,2808,98,526.3333333,0,0,0,1241,0.000123724
933927,1.419621495,2808,163,1344,0,0,0,1413,0.000113222
934305,1.548846493,406,195,1,0,0,0,1413,0.000125952
934367,1.616077555,2808,227,68,0,0,0,1527,0.00015829
934801,1.428661804,2808,163,1282.666667,0,0,0,1413,0.00011388
935117,1.452952489,406,195,8.666666667,0,0,0,1413,0.000125547
935413,1.436184721,141,51,5.333333333,0,0,0,1241,0.000106206
936009,1.456340305,677,112,103.6666667,0,0,0,1413,0.000106921
936126,1.414237057,677,20,15,0,0,0,706,0.00012411
936521,1.43178151,50,53,7,0,0,0,1241,0.000106146
937242,1.431038694,406,185,19,0,0,0,1104,0.000127425
937703,1.414238803,95,38,4,0,0,0,854,0.000116937
938337,1.522461757,2808,227,537,0,0,0,1527,0.000142802
938487,1.430707585,141,54,11.33333333,0,0,0,1413,0.000103791
938798,1.546537966,2808,227,396,0,0,0,1527,0.000147056
939033,1.468440198,403,118,72.66666667,0,0,0,1527,0.000107598
939871,1.45618084,89,59,14.66666667,0,0,0,1527,0.000103461
940246,1.485096377,2808,227,727.6666667,0,0,0,1527,0.000137686
943649,1.41421435,11,5,1,0,0,0,706,0.000122681
944643,1.425716596,50,41,4,0,0,0,854,0.000117037
945245,1.534623471,2808,163,428,0,0,0,1413,0.000134198
945687,1.424793383,46,64,12.33333333,0,0,0,1413,0.000104382
945711,1.469075576,406,190,4.666666667,0,0,0,1241,0.00012655
946940,1.46014336,677,112,96,0,0,0,1413,0.000107342
948080,1.463604882,2808,98,644.3333333,0,0,0,1241,0.00011987
948625,1.585654085,2808,163,140.6666667,0,0,0,1413,0.000144652
949025,1.425225762,2808,163,1303.666667,0,0,0,1413,0.000113641
949204,1.562057953,2808,227,294.6666667,0,0,0,1527,0.000150338
949579,1.55875005,2808,227,317,0,0,0,1527,0.000149599
949980,1.46724795,2808,98,595.3333333,0,0,0,1241,0.000121433
950777,1.414245299,403,60,25.66666667,0,0,0,854,0.00011768
950805,1.44607881,2808,98,859.6666667,0,0,0,1241,0.000113685
951589,1.522110161,2808,163,503.6666667,0,0,0,1413,0.00013169
951825,1.496709736,2808,163,635,0,0,0,1413,0.000127614
952503,1.414291257,2808,227,1123.666667,0,0,0,1527,0.000129783
953102,1.427276522,2808,163,1291.666667,0,0,0,1413,0.000113776
954189,1.470585507,2808,98,562,0,0,0,1241,0.000122527
954322,1.476370764,2808,227,786.6666667,0,0,0,1527,0.000136266
954592,1.506387129,2808,227,611.6666667,0,0,0,1527,0.000140706
955700,1.42808869,406,195,39.66666667,0,0,0,1413,0.000124026
955773,1.414216115,23,29,2.666666667,0,0,0,991,0.000111705
955936,1.444632956,2808,53,153.6666667,0,0,0,991,0.00013941
956088,1.536171489,2808,163,420.3333333,0,0,0,1413,0.000134458
956675,1.49610985,403,79,23.33333333,0,0,0,1241,0.00010815
958087,1.579937253,2808,227,194.3333333,0,0,0,1527,0.000153758
958117,1.43065958,406,185,23,0,0,0,1104,0.000127233
958444,1.58682794,2808,227,160.3333333,0,0,0,1527,0.000154954
959490,1.422189992,403,63,31.33333333,0,0,0,991,0.000112685
963992,1.473811495,2808,163,818.3333333,0,0,0,1413,0.000122579
977198,1.695251244,2808,227,11.33333333,0,0,0,1527,0.000160415
977209,1.526274786,2808,227,521.6666667,0,0,0,1527,0.000143246
978359,1.608225731,2808,227,88.66666667,0,0,0,1527,0.000157532
983872,1.446090171,208,65,93.66666667,0,0,0,1527,9.94E-05
984877,1.615328495,2808,227,69.66666667,0,0,0,1527,0.000158229
985047,1.430739776,2808,251,623.3333333,0,0,0,1338,0.000146688
986573,1.580562748,2808,227,191.3333333,0,0,0,1527,0.000153863
986695,1.42973855,2808,163,1276.333333,0,0,0,1413,0.000113955
987643,1.471819218,2808,98,550.3333333,0,0,0,1241,0.000122915
988307,1.520565143,2808,227,546,0,0,0,1527,0.000142543
988448,1.526607792,2808,227,520,0,0,0,1527,0.000143294
989528,1.616991267,2808,227,65,0,0,0,1527,0.000158401
989540,1.54823618,2808,227,381.3333333,0,0,0,1527,0.000147519
992260,1.478864728,208,65,65,0,0,0,1527,0.000101127
992751,1.549502953,208,65,14,0,0,0,1527,0.000104192
992857,1.432847687,2808,227,1075,0,0,0,1527,0.00013054
993302,1.593239031,2808,227,132.6666667,0,0,0,1527,0.00015594
993494,1.428762788,677,112,184,0,0,0,1413,0.000102532
996075,1.506039491,2808,227,614,0,0,0,1527,0.000140643
996096,1.690662873,2808,227,14,0,0,0,1527,0.000160314
996141,1.596577657,2808,227,125.3333333,0,0,0,1527,0.000156203
996795,1.576978904,2808,227,215.3333333,0,0,0,1527,0.000153029
997568,1.552047067,677,145,13.66666667,0,0,0,1527,0.000116596
997588,1.52800304,2808,227,511.6666667,0,0,0,1527,0.000143538
998969,1.549149391,2808,227,373.6666667,0,0,0,1527,0.000147763
999790,1.462304405,208,65,79.66666667,0,0,0,1527,0.000100247
1000302,1.546409794,2808,227,397,0,0,0,1527,0.000147024
1000558,1.554848732,2808,227,337,0,0,0,1527,0.000148945
1002017,1.557239959,2808,227,324.6666667,0,0,0,1527,0.000149347
1002889,1.533922151,403,118,12,0,0,0,1527,0.000110996
1003087,1.492394396,2808,227,682.3333333,0,0,0,1527,0.000138831
1003907,1.565835698,2808,227,277,0,0,0,1527,0.000150928
1006451,1.581866592,2808,227,185.3333333,0,0,0,1527,0.000154073
1011101,1.55902551,2808,227,315,0,0,0,1527,0.000149665
1011315,1.490014161,208,65,49.66666667,0,0,0,1527,0.000102044
1011504,1.561848405,2808,227,296.3333333,0,0,0,1527,0.000150282
1013037,1.526968734,2808,227,518.3333333,0,0,0,1527,0.000143343
1013109,1.532486516,2808,227,480.6666667,0,0,0,1527,0.000144456
1019495,1.609128056,2808,227,84.66666667,0,0,0,1527,0.000157678
1019633,1.43295148,2808,251,619.6666667,0,0,0,1338,0.000146783
1032216,1.454173024,677,145,118,0,0,0,1527,0.000111086
1032454,1.43295148,2808,53,241.6666667,0,0,0,991,0.000135958
1036613,1.5677325,46,68,1,0,0,0,1527,0.000105015
1038956,1.523131667,677,145,26.33333333,0,0,0,1527,0.000115917
1039555,1.502280724,2808,227,637.3333333,0,0,0,1527,0.000140013
1041338,1.435368254,2808,251,610,0,0,0,1338,0.000147034
1050323,1.633622811,2808,227,47,0,0,0,1527,0.000159069
1061166,1.557392904,2808,227,321.6666667,0,0,0,1527,0.000149446
1061368,1.642272454,677,145,1,0,0,0,1527,0.000117299
1061504,1.414217678,403,60,31.33333333,0,0,0,854,0.000117385
1062118,1.564719023,2808,227,283.6666667,0,0,0,1527,0.000150705
1072783,1.430214022,406,200,18.33333333,0,0,0,1527,0.000125799
1084430,1.446718829,2808,227,992.3333333,0,0,0,1527,0.000131966
1098849,1.428531232,11,26,1.666666667,0,0,0,1527,0.000102472
1176481,1.437196847,2808,56,534.6666667,0,0,0,1104,0.000122627
1194716,1.513925153,2808,251,385.3333333,0,0,0,1338,0.00015339
