,Unnamed: 0,artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored),genre,cluster
132,1611,['Woody Shaw'],680003,0.478,0.33,0.455,113.902,-13.283,1,5,0.655,0.847,0.177,0.036,0,435573,36,1978,1978,Theme for ******,Jazz,1
133,1659,['Toots Thielemans'],159791,0.622,0.196,0.603,103.962,-17.824,1,0,0.965,0.8590000000000001,0.303,0.0669,0,132145,3,1955,1955,********* For Two,Jazz,0
134,1660,['Toots Thielemans'],159791,0.515,0.198,0.38,70.081,-17.685,0,5,0.937,0.7929999999999999,0.282,0.0912,0,191622,3,1955,1955,Stars Fell On Alabama,Jazz,0
135,1661,['Toots Thielemans'],159791,0.653,0.149,0.149,114.293,-17.14,1,0,0.7879999999999999,0.00104,0.18,0.0914,0,147520,10,1958,1/1/1958,Don't Blame Me,Jazz,0
136,1662,['Toots Thielemans'],159791,0.7170000000000001,0.166,0.726,134.051,-16.762,1,8,0.915,0.613,0.132,0.235,0,121244,4,1955,1955,Skylark,Jazz,0
137,1663,['Toots Thielemans'],159791,0.556,0.299,0.5329999999999999,101.425,-17.08,1,0,0.8740000000000001,0.863,0.0999,0.0571,0,275946,2,1955,1955,Don't Be That Way,Jazz,0
138,1664,['Toots Thielemans'],159791,0.715,0.406,0.65,104.756,-17.926,0,4,0.735,0.649,0.11,0.0573,0,216360,52,1993,1993,Samba de Orfeu,Jazz,2
139,1665,['Toots Thielemans'],159791,0.297,0.357,0.198,96.09100000000001,-12.2,1,5,0.467,0.0961,0.109,0.0289,0,168973,42,1985,1/1/1985,Theme from ********* *******,Jazz,1
140,510,"[""Oscar D'Le贸n"", 'Beny Mor茅']",894831,0.7979999999999999,0.556,0.9179999999999999,95.436,-15.221,1,5,0.524,0.196,0.0817,0.0528,0,310831,35,1985,8/22/1985,El Baile del Suavecito,Latin,1
141,511,"[""Oscar D'Le贸n""]",894831,0.524,0.8590000000000001,0.8390000000000001,170.532,-9.365,0,9,0.402,0.0413,0.34,0.0536,0,323408,38,1990,1/1/1990,Melao De Ca帽a,Latin,1
142,512,"[""Oscar D'Le贸n""]",894831,0.63,0.723,0.9309999999999999,178.207,-6.888,0,10,0.492,0.0,0.0788,0.0523,0,296391,38,1990,1/1/1990,Comuniqu茅monos,Latin,1
143,513,"[""Oscar D'Le贸n""]",894831,0.7440000000000001,0.8290000000000001,0.9390000000000001,93.949,-2.963,0,7,0.595,0.00518,0.254,0.0479,0,330293,35,1990,1/1/1990,Bravo De Verdad,Latin,1
144,514,"[""Oscar D'Le贸n""]",894831,0.5529999999999999,0.64,0.904,74.998,-8.475,1,0,0.599,0.000982,0.0693,0.0403,0,318392,36,1990,1/1/1990,Calculadora,Latin,1
145,515,"[""Oscar D'Le贸n""]",894831,0.8059999999999999,0.727,0.89,95.074,-7.412000000000001,1,5,0.491,0.00396,0.0722,0.0431,0,309359,41,1991,12/31/1991,El Baile Del Suavecito,Latin,1
146,516,"[""Oscar D'Le贸n""]",894831,0.679,0.768,0.888,87.088,-4.94,0,5,0.158,1.86e-05,0.259,0.035,0,273403,35,1990,1/1/1990,Si茅ntate Ah铆,Latin,1
147,517,"[""Oscar D'Le贸n""]",894831,0.742,0.7929999999999999,0.9470000000000001,112.794,-7.143,1,7,0.7859999999999999,0.0265,0.733,0.0464,0,282982,40,1996,2/8/1996,El Manicero,Latin,2
148,518,"[""Oscar D'Le贸n""]",894831,0.7240000000000001,0.77,0.935,176.243,-4.024,1,4,0.184,3.7e-05,0.243,0.0533,0,278872,61,1996,2/9/1996,Detalles,Latin,2
149,519,"[""Oscar D'Le贸n""]",894831,0.816,0.785,0.968,92.811,-5.417000000000001,1,10,0.453,7e-06,0.154,0.0429,0,216422,52,1997,1/1/1997,Que Bueno Baila Usted,Latin,2
150,520,"[""Oscar D'Le贸n""]",894831,0.728,0.735,0.94,176.202,-5.252000000000001,1,4,0.194,1.57e-05,0.262,0.0497,0,278909,44,1986,10/18/1986,Detalles,Latin,1
151,521,"[""Oscar D'Le贸n""]",894831,0.727,0.777,0.963,108.886,-4.979,1,0,0.691,0.000572,0.109,0.0452,0,307281,41,1990,1/1/1990,Ven Morena,Latin,1
152,522,"[""Oscar D'Le贸n""]",894831,0.535,0.7559999999999999,0.894,107.789,-8.214,0,7,0.381,2.39e-06,0.13,0.0359,0,351806,48,1997,1/1/1997,Yo Quisiera,Latin,2
153,523,"[""Oscar D'Le贸n""]",894831,0.7090000000000001,0.7509999999999999,0.9640000000000001,96.09700000000001,-8.378,1,9,0.526,0.000592,0.0443,0.0454,0,221920,42,2002,1/1/2002,Lloraras,Latin,2
154,524,"[""Oscar D'Le贸n""]",894831,0.5660000000000001,0.8390000000000001,0.966,106.828,-4.604,1,5,0.246,7.94e-05,0.249,0.0392,0,298434,39,1990,1/1/1990,Mi Bajo Y Yo (Ese Es Mi Amigo),Latin,1
155,964,"['Gal Costa', 'Antonio Carlos Jobim']",191699,0.476,0.296,0.411,81.081,-16.647,0,4,0.728,0.0,0.9640000000000001,0.0384,0,203227,52,1989,1989,Samba Do Aviao,Latin,2
156,965,"['Gal Costa', 'Antonio Carlos Jobim']",191699,0.452,0.182,0.248,130.993,-21.331,1,0,0.8370000000000001,0.000182,0.973,0.0499,0,188080,52,1989,1989,Corcovado,Latin,1
157,966,"['Gal Costa', 'Antonio Carlos Jobim']",191699,0.487,0.329,0.491,81.902,-14.222,1,7,0.851,0.0301,0.9740000000000001,0.178,0,181453,49,1989,1989,One Note Samba,Latin,1
158,967,"['Gal Costa', 'Caetano Veloso']",191699,0.542,0.111,0.466,85.26,-23.823,0,0,0.747,0.0129,0.0788,0.0611,0,143893,32,1967,1/1/1967,Cora莽茫o *********,Latin,1
159,968,"['Gal Costa', 'Caetano Veloso']",191699,0.5670000000000001,0.161,0.448,161.305,-19.959,0,0,0.851,0.0389,0.114,0.0574,0,143507,35,1994,1/1/1994,Cora莽茫o *********,Latin,1
160,526,"[""Patrick O'Hearn""]",13101,0.5589999999999999,0.23,0.461,151.987,-20.178,0,7,0.805,0.8759999999999999,0.0776,0.0309,0,289280,47,2001,1/1/2001,Beyond This Moment,New Age,2
161,527,"[""Patrick O'Hearn""]",13101,0.0992,0.012,0.0342,89.71700000000001,-29.215,0,3,0.977,0.963,0.0972,0.0407,0,530800,43,2001,1/1/2001,A Lovely Place to Be,New Age,2
162,5705,['Acoustic Alchemy'],585874,0.621,0.7040000000000001,0.91,89.939,-10.276,0,11,0.5539999999999999,0.385,0.0542,0.038,0,364040,33,1991,1/1/1991,Playing For Time,New Age,1
163,5706,['Acoustic Alchemy'],585874,0.659,0.455,0.711,91.304,-14.802,1,7,0.137,0.617,0.279,0.0447,0,188093,24,1987,1/1/1987,Mr. Chow,New Age,1
164,5707,['Acoustic Alchemy'],585874,0.49,0.182,0.433,92.04299999999999,-16.404,1,4,0.982,0.815,0.0977,0.0585,0,179893,23,1988,1/1/1988,Ballad For Kay,New Age,1
165,5769,['Adiemus'],927278,0.335,0.252,0.167,145.035,-16.578,1,9,0.677,0.261,0.161,0.0331,0,476267,43,1995,1995,Kayama,New Age,1
166,6900,['Alex de Grassi'],81836,0.581,0.242,0.309,124.392,-16.68,0,0,0.821,0.632,0.0979,0.0479,0,247827,30,1983,5/1/1983,Western,New Age,1
167,22766,['Cusco'],143490,0.574,0.5710000000000001,0.821,157.111,-11.735,1,2,0.0111,0.831,0.525,0.0332,0,315573,35,1994,1994,Montezuma,New Age,1
168,24214,['David Lanz'],185440,0.605,0.229,0.0634,127.295,-16.3,1,5,0.9359999999999999,0.86,0.1,0.034,0,258000,32,1985,1/1/1985,Rain Forest,New Age,1
169,24215,['David Lanz'],185440,0.341,0.0667,0.0808,117.294,-23.261,1,2,0.983,0.917,0.0642,0.0485,0,565987,35,1991,1/1/1991,Variations On A Theme From Pachelbel's Canon In D Major,New Age,1
170,24216,['David Lanz'],185440,0.467,0.09,0.138,92.28399999999999,-20.992,1,9,0.9740000000000001,0.9159999999999999,0.0573,0.0652,0,200827,33,1991,1/1/1991,Return To The Heart,New Age,1
171,24217,['David Lanz'],185440,0.418,0.299,0.0791,120.505,-12.185,1,10,0.6559999999999999,0.9209999999999999,0.573,0.0318,0,377067,28,1988,1988,Wings To Altair - Remastered,New Age,1
172,24218,['David Lanz'],185440,0.317,0.343,0.102,167.577,-11.292,1,5,0.9329999999999999,0.718,0.0991,0.0386,0,368827,40,1988,1988,Cristofori's Dream - Remastered,New Age,1
173,24219,['David Lanz'],185440,0.6,0.102,0.202,142.838,-18.369,1,8,0.8759999999999999,0.899,0.11,0.0395,0,211667,38,1985,1/1/1985,Behind The Waterfall,New Age,1
174,25612,['Deva Premal'],818576,0.29,0.261,0.173,125.725,-13.302,1,9,0.765,6.45e-05,0.145,0.0311,0,432000,53,2002,4/1/2002,Om Namo Bhagavate,New Age,2
175,25613,['Deva Premal'],818576,0.424,0.448,0.238,81.979,-12.682,0,9,0.856,1.87e-05,0.112,0.0752,0,589267,59,1998,3/1/1998,******* Mantra,New Age,2
176,31215,['Enya'],988471,0.442,0.0295,0.0634,107.09,-25.906,1,6,0.888,0.872,0.0723,0.0338,0,197667,30,1987,1987,March of the Celts,New Age,1
177,31216,['Enya'],988471,0.2,0.104,0.115,102.487,-21.61,1,3,0.94,0.7979999999999999,0.118,0.0342,0,265267,30,1987,1987,Triad: St.Patrick / C煤 Chulainn / Oisin,New Age,1
178,31217,['Enya'],988471,0.481,0.162,0.659,176.044,-23.685,0,7,0.447,0.9520000000000001,0.109,0.069,0,84907,30,1987,1987,Bard Dance,New Age,1
179,31218,['Enya'],988471,0.665,0.335,0.693,98.73899999999999,-19.426,0,2,0.9540000000000001,0.873,0.101,0.0532,0,97307,30,1987,1987,Epona,New Age,1
180,535,"[""Ramblin' Jack Elliott""]",391398,0.449,0.218,0.4320000000000001,105.44,-15.033,1,10,0.78,0.617,0.11,0.0323,0,443533,20,1968,1968,*** Greens,Folk,0
181,536,"[""Ramblin' Jack Elliott""]",391398,0.495,0.425,0.494,117.907,-10.94,1,3,0.925,0.0314,0.11,0.0486,0,240400,18,1968,1968,Talking *********,Folk,0
182,537,"[""Ramblin' Jack Elliott""]",391398,0.482,0.299,0.152,108.101,-12.266,1,7,0.601,0.336,0.106,0.0295,0,304693,42,1968,1968,If I Were A Carpenter,Folk,1
183,538,"[""Ramblin' Jack Elliott""]",391398,0.501,0.311,0.5579999999999999,98.23200000000001,-15.861,1,11,0.932,0.0884,0.115,0.0323,0,231800,37,1968,1968,"Don't Think Twice, It's All Right - Album Verison",Folk,1
184,681,"[""The Lovin' Spoonful""]",52900,0.504,0.726,0.843,181.545,-8.259,1,0,0.366,3.61e-06,0.112,0.0307,0,154467,21,1965,Nov-65,Wild About My Lovin',Folk,0
185,682,"[""The Lovin' Spoonful""]",52900,0.6409999999999999,0.519,0.907,100.58,-11.375,1,0,0.489,3.76e-06,0.156,0.0301,0,166493,22,1966,Mar-66,It's Not Time Now,Folk,0
186,683,"[""The Lovin' Spoonful""]",52900,0.542,0.16,0.382,81.376,-17.728,1,0,0.91,0.784,0.108,0.035,0,159760,24,1967,Sep-67,Younger Generation - **** Remaster,Folk,0
187,684,"[""The Lovin' Spoonful""]",52900,0.601,0.841,0.963,96.212,-7.322,1,2,0.15,0.00013,0.0508,0.034,0,119307,24,1965,Nov-65,Fishin' *****,Folk,0
188,685,"[""The Lovin' Spoonful""]",52900,0.675,0.7909999999999999,0.885,97.792,-5.327000000000001,1,1,0.0874,0.0,0.298,0.0428,0,155160,20,1965,Nov-65,My ****,Folk,0
189,686,"[""The Lovin' Spoonful""]",52900,0.5920000000000001,0.483,0.7190000000000001,126.499,-11.348,1,7,0.351,0.0,0.201,0.0475,0,161227,22,1967,Sep-67,Six O'Clock - **** Remaster,Folk,0
190,687,"[""The Lovin' Spoonful""]",52900,0.455,0.565,0.5589999999999999,61.639,-7.71,1,5,0.303,0.0,0.196,0.0318,0,173867,19,1965,Nov-65,You Baby,Folk,0
191,688,"[""The Lovin' Spoonful""]",52900,0.489,0.721,0.882,99.361,-8.468,1,9,0.397,0.0,0.409,0.0331,0,115107,19,1966,Mar-66,There *** Is,Folk,0
192,689,"[""The Lovin' Spoonful""]",52900,0.299,0.453,0.39,122.09,-11.035,1,5,0.281,0.0,0.312,0.0404,0,179333,21,1967,Sep-67,*** Is Still A Mystery - **** Remaster,Folk,0
193,690,"[""The Lovin' Spoonful""]",52900,0.5,0.585,0.7090000000000001,135.051,-9.213,1,7,0.468,0.000166,0.142,0.03700000000000001,0,171680,24,1969,1969,Never Going Back,Folk,0
194,691,"[""The Lovin' Spoonful""]",52900,0.4379999999999999,0.63,0.5579999999999999,98.42299999999999,-9.833,1,2,0.201,0.804,0.29,0.0309,0,180800,18,1965,Nov-65,***** Owl *****,Folk,0
195,692,"[""The Lovin' Spoonful""]",52900,0.424,0.6659999999999999,0.544,111.065,-9.986,1,10,0.0568,0.000131,0.111,0.0403,0,161107,13,1965,1965,Summer in the City - Remastered,Folk,0
196,693,"[""The Lovin' Spoonful""]",52900,0.42,0.606,0.8590000000000001,140.261,-7.808,1,4,0.383,0.0,0.309,0.0597,0,110000,17,1965,Nov-65,On The Road *****,Folk,0
197,694,"[""The Lovin' Spoonful""]",52900,0.507,0.794,0.682,144.939,-7.077999999999999,1,7,0.24,0.0,0.0679,0.0633,0,148240,17,1965,Nov-65,The Other Side Of This Life,Folk,0
198,695,"[""The Lovin' Spoonful""]",52900,0.522,0.675,0.7040000000000001,130.241,-7.445,1,10,0.47,0.00569,0.41,0.0328,0,167667,22,1969,1969,The Prophet,Folk,0
199,696,"[""The Lovin' Spoonful""]",52900,0.6990000000000001,0.507,0.5870000000000001,129.088,-11.726,0,4,0.426,0.000161,0.114,0.0543,0,147133,19,1966,Nov-66,Voodoo In My ******** - **** Remaster,Folk,0
200,625,"[""Stereo MC's""]",23202,0.7120000000000001,0.787,0.8640000000000001,117.839,-13.26,1,9,0.0149,0.0274,0.0788,0.0475,0,301440,33,1992,1/1/1992,Step It Up,Electronic,1
201,626,"[""Stereo MC's""]",23202,0.647,0.7979999999999999,0.706,100.631,-12.144,0,1,0.0498,0.00221,0.0722,0.0365,0,314133,52,1992,1/1/1992,Connected,Electronic,2
202,627,"[""Stereo MC's""]",23202,0.845,0.591,0.765,115.139,-14.87,1,9,0.137,0.65,0.129,0.0627,0,196827,37,1990,1/1/1990,Elevate My Mind,Electronic,1
203,1631,['Blue States'],56193,0.706,0.52,0.354,108.994,-7.496,0,8,0.5660000000000001,0.857,0.158,0.029,0,304333,44,2000,9/3/2000,Your ****,Electronic,2
204,1650,['Girl Talk'],660155,0.7929999999999999,0.693,0.726,165.073,-7.589,0,11,0.0772,1.24e-06,0.0754,0.394,1,186720,43,2008,9/23/2008,Shut The **** Down,Electronic,2
205,1651,['Girl Talk'],660155,0.7859999999999999,0.6990000000000001,0.525,90.035,-8.402999999999999,0,11,0.0899,0.0,0.379,0.293,1,237099,44,2008,9/23/2008,Still Here,Electronic,2
206,1652,['Girl Talk'],660155,0.845,0.764,0.596,105.008,-7.247000000000001,1,1,0.0883,2.8e-05,0.309,0.156,1,192184,43,2008,9/23/2008,No Pause,Electronic,2
207,1653,['Girl Talk'],660155,0.5920000000000001,0.7859999999999999,0.4379999999999999,102.52,-7.132000000000001,1,1,0.0426,2.12e-05,0.334,0.228,1,221840,42,2008,9/23/2008,Set It ***,Electronic,2
208,1654,['Girl Talk'],660155,0.826,0.782,0.6679999999999999,127.477,-8.502,0,6,0.0155,0.0132,0.313,0.0416,1,260288,41,2008,9/23/2008,***** In The Air,Electronic,2
209,1655,['Girl Talk'],660155,0.7140000000000001,0.7090000000000001,0.764,90.109,-7.086,0,11,0.0651,0.0,0.743,0.281,1,254705,41,2008,9/23/2008,What It's All About,Electronic,2
210,1656,['Girl Talk'],660155,0.789,0.863,0.8170000000000001,105.037,-8.197000000000001,0,6,0.0078,0.00325,0.0373,0.0955,1,201097,40,2008,9/23/2008,Like This,Electronic,2
211,1657,['Girl Talk'],660155,0.7909999999999999,0.675,0.698,149.98,-7.447,0,5,0.0226,0.0,0.235,0.233,1,284799,47,2008,9/23/2008,Play Your Part (Pt. **,Electronic,2
212,1676,['Junkie XL'],306851,0.447,0.7879999999999999,0.505,80.04,-4.994,0,2,0.00257,1.68e-05,0.0744,0.0464,0,193714,64,2017,9/8/2017,Come Together,Electronic,2
213,1816,['Petit Biscuit'],3413218,0.755,0.614,0.148,124.02,-9.481,1,2,0.542,0.008790000000000001,0.0937,0.0548,0,238067,71,2020,5/20/2020,I Leave *****,Electronic,2
214,1817,['Petit Biscuit'],3413218,0.802,0.371,0.263,113.951,-9.087,0,6,0.5710000000000001,3.82e-06,0.108,0.131,0,219933,62,2017,11/10/2017,Problems,Electronic,2
215,1818,['Petit Biscuit'],3413218,0.772,0.745,0.166,116.014,-10.194,1,11,0.595,0.87,0.117,0.0405,0,273162,58,2015,5/18/2015,Alone,Electronic,2
216,1819,['Petit Biscuit'],3413218,0.7829999999999999,0.467,0.236,90.838,-9.474,1,6,0.7290000000000001,0.809,0.109,0.0503,0,237793,77,2015,2015,Sunset Lover,Electronic,2
217,1820,['Petit Biscuit'],3413218,0.785,0.525,0.251,90.853,-7.556,1,6,0.669,0.439,0.114,0.042,0,238907,73,2017,11/10/2017,Sunset Lover,Electronic,2
218,1821,['Petit Biscuit'],3413218,0.57,0.339,0.487,162.387,-13.549,0,9,0.9490000000000001,0.924,0.0968,0.0645,0,231131,64,2015,2015,You,Electronic,2
219,2096,['Mother Earth'],600386,0.311,0.5820000000000001,0.578,184.679,-10.894,0,7,0.126,0.00542,0.12,0.0651,0,265760,39,1993,1/1/1993,Apple Green,Electronic,1
220,796,"[""Youssou N'Dour"", 'Neneh Cherry']",692100,0.68,0.7020000000000001,0.509,154.198,-9.621,0,1,0.0838,1.79e-06,0.326,0.0267,0,305773,60,2004,2004,7 Seconds (feat. Neneh Cherry),International,2
221,1066,['Dick Gaughan'],253397,0.474,0.48,0.411,113.117,-11.715,1,8,0.483,1.43e-06,0.0641,0.0398,0,186973,27,1981,1/1/1981,Workers' Song,International,1
222,1067,['Dick Gaughan'],253397,0.51,0.221,0.195,128.126,-16.965,1,4,0.79,0.0,0.0991,0.0337,0,282160,23,1981,1/1/1981,Now Westlin Winds,International,1
223,1068,['Dick Gaughan'],253397,0.3779999999999999,0.453,0.6829999999999999,77.714,-10.771,1,3,0.7070000000000001,0.0,0.109,0.0384,0,171893,19,1981,1/1/1981,The World Turned Upside Down,International,1
224,4328,"['Clannad', 'Bono']",781732,0.462,0.519,0.304,133.54,-9.957,0,2,0.429,3.47e-05,0.0865,0.0302,0,187987,49,1985,1985,In a Lifetime - Remastered,International,1
225,4333,['Clannad'],781732,0.43,0.136,0.341,135.483,-15.605,0,9,0.935,1.13e-06,0.0851,0.0415,0,349960,35,1976,1976,"Si煤il, a R煤n (Irish Love Song)",International,1
226,4334,['Clannad'],781732,0.26,0.00658,0.167,119.475,-28.937,1,0,0.97,0.684,0.0723,0.0449,0,201467,26,1989,7/20/1989,Lady ******,International,1
227,4335,['Clannad'],781732,0.257,0.284,0.141,180.28,-18.761,1,9,0.9009999999999999,0.03700000000000001,0.0981,0.0332,0,315933,39,1993,2/12/1993,"I Will Find You (Theme from ""The Last of the Mohicans"") - Remastered",International,1
228,4336,['Clannad'],781732,0.374,0.243,0.155,152.505,-13.768,0,11,0.7879999999999999,0.0354,0.108,0.0287,0,360773,36,1983,1983,Coinleach Glas An Fh贸mhair - Remastered,International,1
229,4337,['Clannad'],781732,0.24,0.141,0.333,70.431,-22.397,1,2,0.488,0.753,0.0913,0.0356,0,168600,20,1984,1984,Robin (The Hooded Man),International,1
230,4338,['Clannad'],781732,0.205,0.255,0.0377,68.685,-13.78,1,11,0.9520000000000001,0.0192,0.115,0.0341,0,149027,55,1983,1983,Theme from Harry's Game - Remastered,International,1
231,4339,['Clannad'],781732,0.116,0.0867,0.0368,180.33,-30.555,1,9,0.7979999999999999,0.8759999999999999,0.109,0.0371,0,110960,40,1992,1/1/1992,I Will Find You,International,1
232,4340,['Clannad'],781732,0.19,0.0715,0.0379,131.56,-24.049,0,1,0.948,0.00447,0.105,0.0372,0,148133,27,1983,1983,Theme from Harry's Game,International,1
233,4668,['Kinky'],96701,0.768,0.821,0.7559999999999999,131.979,-4.026,0,9,0.00108,0.0248,0.166,0.0294,0,257520,40,2006,2006,A D贸nde Van Los Muertos?,International,2
234,4669,['Kinky'],96701,0.83,0.838,0.8290000000000001,104.418,-6.77,1,6,0.0805,0.517,0.073,0.0776,0,191000,57,2002,3/26/2002,Soun Tha Mi Primer Amor - Remastered,International,2
235,5310,"['A.R. Rahman', 'The Pussycat Dolls', 'Nicole Scherzinger']",577701,0.657,0.941,0.879,136.202,-3.919,0,8,0.0476,0.0,0.0797,0.061,0,222400,64,2009,1/1/2009,Jai Ho! (You Are My Destiny),International,2
236,5311,['A.R. Rahman'],577701,0.7440000000000001,0.7,0.866,144.043,-7.662999999999999,1,2,0.278,0.000155,0.068,0.0376,0,309640,58,2006,9/11/2006,Tere Bina,International,2
237,5312,['A.R. Rahman'],577701,0.64,0.295,0.107,121.903,-16.357,1,5,0.425,2.05e-06,0.0804,0.0397,0,320013,53,1994,3/12/1994,Yeh Haseen Vadiyan Yeh Khula Aasman,International,2
238,5313,['A.R. Rahman'],577701,0.675,0.5820000000000001,0.5379999999999999,120.991,-8.891,1,9,0.6609999999999999,5.56e-06,0.0854,0.0277,0,282973,55,2005,12/4/2005,Roobaroo,International,2
239,5314,['A.R. Rahman'],577701,0.362,0.3779999999999999,0.575,87.54899999999999,-11.008,1,1,0.679,0.0,0.091,0.0329,0,470500,62,2011,10/1/2011,Kun Faya Kun,International,2
240,830,['Toots & the Maytals'],790988,0.8109999999999999,0.258,0.519,78.98,-14.913,1,0,0.8,0.000206,0.459,0.259,0,206173,41,1993,1993,5446 Was My Number,Reggae,1
241,831,['Toots & the Maytals'],790988,0.453,0.375,0.541,85.786,-14.025,1,1,0.6759999999999999,0.0011,0.461,0.0451,0,195093,33,1973,3/1/1973,Love's Gonna Walk Out On Me,Reggae,1
242,832,['Toots & the Maytals'],790988,0.879,0.448,0.9790000000000001,102.324,-11.958,1,5,0.193,2.78e-05,0.0699,0.0402,0,145640,32,1973,3/1/1973,Fever,Reggae,1
243,833,['Toots & the Maytals'],790988,0.625,0.397,0.674,76.119,-11.522,0,5,0.458,5.710000000000001e-05,0.0724,0.0541,0,195867,31,1973,3/1/1973,I See You,Reggae,1
244,834,['Toots & the Maytals'],790988,0.6990000000000001,0.381,0.466,158.622,-9.184,1,7,0.759,1.13e-05,0.0661,0.272,0,191360,40,2001,1/1/2001,54-46 (Was My Number),Reggae,2
245,835,['Toots & the Maytals'],790988,0.787,0.472,0.96,180.736,-13.192,1,10,0.328,0.000356,0.0525,0.0759,0,244000,32,1984,7/7/1984,Spiritual Healing,Reggae,1
246,836,['Toots & the Maytals'],790988,0.64,0.618,0.96,156.894,-12.085,1,3,0.6809999999999999,1.35e-05,0.265,0.14,0,179240,37,1993,1993,Sweet And Dandy,Reggae,1
247,837,['Toots & the Maytals'],790988,0.7609999999999999,0.738,0.799,89.15100000000001,-9.222000000000001,1,7,0.253,0.166,0.0663,0.111,0,345960,38,2002,1/1/2002,Louie Louie,Reggae,2
248,838,['Toots & the Maytals'],790988,0.614,0.422,0.94,175.019,-12.713,1,8,0.52,0.00117,0.0616,0.136,0,202733,33,1973,3/1/1973,"Take Me Home, Country Roads",Reggae,1
249,839,['Toots & the Maytals'],790988,0.6709999999999999,0.303,0.778,84.568,-19.035,1,8,0.16,3.78e-05,0.0695,0.0504,0,292600,28,1980,1980,Just Like That,Reggae,1
250,840,['Toots & the Maytals'],790988,0.857,0.552,0.8690000000000001,93.8,-12.356,1,2,0.228,0.0214,0.0733,0.0403,0,268773,29,1981,1/1/1981,I Know We Can Make It,Reggae,1
251,841,['Toots & the Maytals'],790988,0.862,0.274,0.878,97.762,-13.931,1,5,0.489,0.00244,0.0682,0.0593,0,272667,30,1984,7/7/1984,Peace Perfect Peace,Reggae,1
252,842,['Toots & the Maytals'],790988,0.629,0.713,0.982,146.265,-4.641999999999999,1,8,0.624,0.0,0.059,0.03700000000000001,0,176213,51,2013,3/15/2013,Pressure Drop,Reggae,2
253,843,['Toots & the Maytals'],790988,0.6729999999999999,0.463,0.721,101.453,-9.529,1,2,0.588,9.83e-05,0.154,0.0718,0,196533,27,1973,3/1/1973,Take A Look In The Mirror,Reggae,1
254,844,['Toots & the Maytals'],790988,0.8959999999999999,0.433,0.884,92.56200000000001,-11.753,1,0,0.148,0.0,0.14,0.104,0,263227,27,1973,3/1/1973,Time Tough,Reggae,1
255,845,['Toots & the Maytals'],790988,0.8759999999999999,0.544,0.9670000000000001,127.456,-13.896,1,10,0.7659999999999999,0.62,0.08199999999999999,0.0476,0,224600,41,1993,1993,Monkey Man,Reggae,1
256,846,['Toots & the Maytals'],790988,0.828,0.414,0.912,84.59,-12.247,1,0,0.89,0.629,0.339,0.087,0,186267,26,1973,3/1/1973,Got To Be There,Reggae,1
257,847,['Toots & the Maytals'],790988,0.888,0.306,0.602,79.885,-12.753,1,0,0.213,0.0,0.0535,0.0728,0,174000,29,1984,7/7/1984,54-46 (That's My Number),Reggae,1
258,848,['Toots & the Maytals'],790988,0.87,0.502,0.9009999999999999,89.531,-12.334,1,3,0.695,0.0639,0.104,0.0557,0,168267,26,1973,3/1/1973,In The Dark,Reggae,1
259,849,['Toots & the Maytals'],790988,0.6579999999999999,0.5710000000000001,0.985,148.964,-11.972,1,8,0.106,0.0,0.0286,0.0432,0,174960,51,1984,1/1/1984,Pressure Drop,Reggae,1
260,1298,['Jack Kerouac'],120487,0.556,0.137,0.4320000000000001,144.175,-24.019,0,0,0.922,4.23e-06,0.185,0.369,0,96373,15,1959,1959,The Moon Her Majesty (with Steve Allen),Comedy/Spoken,0
261,1299,['Jack Kerouac'],120487,0.667,0.152,0.557,107.969,-22.002,1,5,0.971,0.0,0.117,0.5,0,370707,14,1959,1959,I Had a Slouch Hat Too One Time (with Steve Allen),Comedy/Spoken,0
262,1300,['Jack Kerouac'],120487,0.473,0.0629,0.528,82.82799999999999,-26.743,0,2,0.9690000000000001,5.39e-05,0.099,0.423,0,47400,14,1959,1959,One ****** (with Steve Allen),Comedy/Spoken,0
263,1301,['Jack Kerouac'],120487,0.565,0.0743,0.326,87.31299999999999,-24.968,1,1,0.9590000000000001,1.39e-05,0.191,0.311,0,112733,13,1959,1959,The Wheel of the Quivering Meat Conception (with Steve Allen),Comedy/Spoken,0
264,1302,['Jack Kerouac'],120487,0.6940000000000001,0.269,0.8220000000000001,140.37,-17.95,0,2,0.961,0.00256,0.172,0.103,0,37240,14,1959,1959,I'd Rather Be Thin Than Famous (with Steve Allen),Comedy/Spoken,0
265,1303,['Jack Kerouac'],120487,0.659,0.15,0.545,116.148,-21.753,0,9,0.972,8.34e-06,0.152,0.479,0,203440,14,1959,1959,Mcdougal Street ***** (with Steve Allen),Comedy/Spoken,0
266,1304,['Jack Kerouac'],120487,0.59,0.0597,0.551,61.03899999999999,-22.86,1,1,0.965,0.0,0.0896,0.267,0,75667,13,1959,1959,Abraham (with Steve Allen),Comedy/Spoken,0
267,1305,['Jack Kerouac'],120487,0.754,0.303,0.66,118.15,-14.455,1,0,0.9570000000000001,0.000607,0.266,0.152,0,30040,13,1959,1959,Dave Brubeck (with Steve Allen),Comedy/Spoken,0
